# Scalar ASCII output created by CarpetIOScalar
# created on air-di-federico.homenet.telecomitalia.it by federicofantoccoli on Jun 03 2024 at 19:15:37+0200
# parameter filename: "TOV_100_pressure.par"
# Build ID: build-sim-macbook-air-di-federico.local-federicofantoccoli-2024.06.03-11.02.01-7801
# Simulation ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.15.35-10160
# Run ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.15.35-10160
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 3.08395666421855e-05
512 0.5 3.6606837346715e-05
1024 1 4.30094554322334e-05
1536 1.5 4.61321385567384e-05
2048 2 4.67167092729406e-05
2560 2.5 4.68766175897893e-05
3072 3 4.77872925846196e-05
3584 3.5 4.90807490427265e-05
4096 4 4.98609358838719e-05
4608 4.5 5.02292594895175e-05
5120 5 5.09064598359879e-05
5632 5.5 5.20647503444081e-05
6144 6 5.3129933583576e-05
6656 6.5 5.38329461012248e-05
7168 7 5.46568783716044e-05
7680 7.5 5.59650447249451e-05
8192 8 5.74443586638413e-05
8704 8.5 5.86869324449195e-05
9216 9 5.98422988817975e-05
9728 9.5 6.12284788423301e-05
10240 10 6.27973369076273e-05
10752 10.5 6.43239596677299e-05
11264 11 6.57862956153815e-05
11776 11.5 6.72449885729876e-05
12288 12 6.86999413125282e-05
12800 12.5 7.01263731667528e-05
13312 13 7.15695325316886e-05
13824 13.5 7.30999341454066e-05
14336 14 7.46741201545487e-05
14848 14.5 7.61297873717511e-05
15360 15 7.73607586087394e-05
15872 15.5 7.84462580094742e-05
16384 16 7.95761524369932e-05
16896 16.5 8.08209830501622e-05
17408 17 8.20765188365771e-05
17920 17.5 8.31829150358775e-05
18432 18 8.4069829154586e-05
18944 18.5 8.48029135456773e-05
19456 19 8.55124954033291e-05
19968 19.5 8.63349339792203e-05
20480 20 8.72771406581485e-05
20992 20.5 8.81768954885097e-05
21504 21 8.88959176238492e-05
22016 21.5 8.94819962431058e-05
22528 22 9.01592305356721e-05
23040 22.5 9.10843590911021e-05
23552 23 9.21832251047066e-05
24064 23.5 9.32538678630334e-05
24576 24 9.41446926624301e-05
25088 24.5 9.48889693281729e-05
25600 25 9.56594833792189e-05
26112 25.5 9.66176550082537e-05
26624 26 9.77668672951667e-05
27136 26.5 9.8941160105678e-05
27648 27 9.99777299095037e-05
28160 27.5 0.000100866353962597
28672 28 0.000101730670425777
29184 28.5 0.00010265117202027
29696 29 0.000103608575932992
30208 29.5 0.000104549524092364
30720 30 0.000105460608696528
31232 30.5 0.000106344309629445
31744 31 0.000107173065905113
32256 31.5 0.000107919726173402
32768 32 0.000108603510722713
33280 32.5 0.000109309960336432
33792 33 0.000110085977045489
34304 33.5 0.000110882402442541
34816 34 0.000111609684305052
35328 34.5 0.000112256748313006
35840 35 0.000112903300308624
36352 35.5 0.000113611098737864
36864 36 0.000114354398624081
37376 36.5 0.000115070806475854
37888 37 0.000115739041776605
38400 37.5 0.000116383192731241
38912 38 0.000117033021388854
39424 38.5 0.000117691723817566
39936 39 0.000118352229988947
40448 39.5 0.000119012408304071
40960 40 0.000119675013307446
41472 40.5 0.000120325636013443
41984 41 0.000120933592832735
42496 41.5 0.000121506072753739
43008 42 0.000122106284411864
43520 42.5 0.000122777978254917
44032 43 0.000123480820860085
44544 43.5 0.00012411805254087
45056 44 0.000124655461747325
45568 44.5 0.000125174407273939
46080 45 0.000125775596050344
46592 45.5 0.000126469048288158
47104 46 0.000127150220505346
47616 46.5 0.000127725120361477
48128 47 0.000128222820719847
48640 47.5 0.000128753515088
49152 48 0.000129368534480367
49664 48.5 0.000130014781632972
50176 49 0.000130621044818094
50688 49.5 0.000131168327063328
51200 50 0.000131680678717781
51712 50.5 0.000132186605258969
52224 51 0.00013271451984612
52736 51.5 0.000133282863301123
53248 52 0.000133868432168682
53760 52.5 0.000134409809302384
54272 53 0.000134869171723065
54784 53.5 0.00013529154778697
55296 54 0.000135762270244394
55808 54.5 0.000136303408593568
56320 55 0.000136844743565392
56832 55.5 0.000137315040657113
57344 56 0.000137729038541668
57856 56.5 0.000138155974071843
58368 57 0.000138634141049583
58880 57.5 0.000139134501483068
59392 58 0.000139606758640191
59904 58.5 0.000140036546795319
60416 59 0.000140453189360804
60928 59.5 0.000140891544413468
61440 60 0.000141354771685358
61952 60.5 0.000141821152509229
62464 61 0.000142266896825463
62976 61.5 0.000142693164437751
63488 62 0.000143126326180257
64000 62.5 0.000143592205735234
64512 63 0.000144086172651165
65024 63.5 0.000144570765989005
65536 64 0.000145020658077266
66048 64.5 0.000145453942702117
66560 65 0.000145916303045752
67072 65.5 0.000146429854208591
67584 66 0.000146971647831875
68096 66.5 0.000147506881202227
68608 67 0.000148018420764878
69120 67.5 0.000148504446981985
69632 68 0.000148967836504934
70144 68.5 0.00014941149315792
70656 69 0.00014984667982237
71168 69.5 0.000150276981374462
71680 70 0.000150680726004806
72192 70.5 0.000151020399441545
72704 71 0.000151279882985963
73216 71.5 0.000151491063556138
73728 72 0.000151712059681942
74240 72.5 0.000151966879594053
74752 73 0.000152217546138422
75264 73.5 0.000152401256080742
75776 74 0.000152492336017936
76288 74.5 0.000152528772905507
76800 75 0.000152579721827941
77312 75.5 0.00015267607798224
77824 76 0.000152781205476546
78336 76.5 0.000152827815541328
78848 77 0.000152787421963003
79360 77.5 0.000152698706581318
79872 78 0.000152631806587719
80384 78.5 0.00015263479620119
80896 79 0.000152705828095336
81408 79.5 0.000152808445630962
81920 80 0.000152923787535867
82432 80.5 0.000153088551798899
82944 81 0.000153354405986765
83456 81.5 0.00015372418671928
83968 82 0.000154138148989581
84480 82.5 0.000154522436254184
84992 83 0.000154859809937835
85504 83.5 0.000155197293420274
86016 84 0.000155579088942213
86528 84.5 0.000155989582807742
87040 85 0.000156370212300734
87552 85.5 0.00015668696750895
88064 86 0.000156967175556841
88576 86.5 0.000157263412143251
89088 87 0.000157593402968852
89600 87.5 0.000157931193333374
90112 88 0.000158247768514422
90624 88.5 0.000158545849551501
91136 89 0.000158853798411778
91648 89.5 0.000159198141800593
92160 90 0.000159586411314243
92672 90.5 0.000160004933615309
93184 91 0.000160430330152707
93696 91.5 0.000160849276499291
94208 92 0.000161275500845266
94720 92.5 0.00016174015188443
95232 93 0.000162262505655166
95744 93.5 0.000162823128974734
96256 94 0.000163384398393454
96768 94.5 0.000163936231906081
97280 95 0.000164511735118317
97792 95.5 0.000165147078886463
98304 96 0.000165834519444961
98816 96.5 0.000166529684139563
99328 97 0.000167200835253382
99840 97.5 0.00016786137040453
100352 98 0.000168547472864273
100864 98.5 0.000169272360551399
101376 99 0.000170011156616151
101888 99.5 0.000170733739083363
102400 100 0.000171435414824988
102912 100.5 0.000172137027827909
103424 101 0.000172860496262459
103936 101.5 0.000173607345857879
104448 102 0.000174363758863062
104960 102.5 0.000175119033784276
105472 103 0.000175878510799854
105984 103.5 0.000176656844254548
106496 104 0.000177461570838966
107008 104.5 0.000178285946707618
107520 105 0.000179118275080934
108032 105.5 0.000179959001606777
108544 106 0.000180819449215062
109056 106.5 0.0001817047564534
109568 107 0.000182604542680694
110080 107.5 0.000183508103726426
110592 108 0.00018442001033008
111104 108.5 0.000185353690320961
111616 109 0.00018631217885301
112128 109.5 0.000187282011540189
112640 110 0.000188248704521581
113152 110.5 0.000189218173662108
113664 111 0.000190209133031995
114176 111.5 0.000191227637351754
114688 112 0.0001922564772396
115200 112.5 0.000193278326116754
115712 113 0.000194290953797373
116224 113.5 0.000195314099921452
116736 114 0.000196365525925053
117248 114.5 0.000197441891750257
117760 115 0.000198526871260698
118272 115.5 0.000199610280822384
118784 116 0.000200693836898898
119296 116.5 0.000201788309844857
119808 117 0.000202901112781881
120320 117.5 0.000204031685373098
120832 118 0.000205172775015426
121344 118.5 0.000206318182145753
121856 119 0.000207466840362903
122368 119.5 0.00020862511854548
122880 120 0.000209798140961168
123392 120.5 0.000210982410314024
123904 121 0.000212169629004334
124416 121.5 0.000213357448425865
124928 122 0.000214551398339503
125440 122.5 0.000215756580125929
125952 123 0.000216962652846047
126464 123.5 0.000218167583585965
126976 124 0.000219368618395453
127488 124.5 0.000220571121798894
128000 125 0.000221778994158337
128512 125.5 0.000222988786383955
129024 126 0.000224195131471995
129536 126.5 0.000225396771488191
130048 127 0.000226596576316902
130560 127.5 0.000227796867185632
131072 128 0.000228999050606542
131584 128.5 0.000230204060176967
132096 129 0.000231410214462127
132608 129.5 0.000232611075826986
133120 130 0.00023380053821938
133632 130.5 0.000234980438103488
134144 131 0.000236160161570067
134656 131.5 0.000237343707773449
135168 132 0.000238508792885629
135680 132.5 0.000239659361489433
136192 133 0.00024079248855199
136704 133.5 0.000241919308467498
137216 134 0.000243049257847911
137728 134.5 0.000244177998773092
138240 135 0.000245294256991633
138752 135.5 0.000246393865917406
139264 136 0.000247477989043204
139776 136.5 0.000248544302050016
140288 137 0.000249584442408968
140800 137.5 0.000250596250110171
141312 138 0.000251586419986476
141824 138.5 0.000252560956471799
142336 139 0.00025352187479512
142848 139.5 0.000254464016266296
143360 140 0.000255397044599891
143872 140.5 0.000256328131989973
144384 141 0.000257258230662823
144896 141.5 0.000258181233960422
145408 142 0.000259089811909669
145920 142.5 0.000259982927800062
146432 143 0.000260865370686722
146944 143.5 0.000261741921425346
147456 144 0.000262606727943521
147968 144.5 0.000263463443093501
148480 145 0.000264331592277429
148992 145.5 0.000265269180096516
149504 146 0.000266289486887396
150016 146.5 0.000267393273606414
150528 147 0.000268572760959949
151040 147.5 0.00026981508191959
151552 148 0.00027110757570676
152064 148.5 0.000272442665475617
152576 149 0.000273816601271596
153088 149.5 0.000275231092683877
153600 150 0.000276686329056772
154112 150.5 0.000278178830043412
154624 151 0.000279701327603475
155136 151.5 0.000281243166821446
155648 152 0.000282797284659343
156160 152.5 0.000284354047930012
156672 153 0.000285903840012151
157184 153.5 0.000287439482465764
157696 154 0.00028895423310211
158208 154.5 0.000290445894073687
158720 155 0.000291916037804866
159232 155.5 0.000293378540781987
159744 156 0.00029484028278591
160256 156.5 0.00029630298116338
160768 157 0.000297761712381753
161280 157.5 0.000299207503296725
161792 158 0.000300636785888943
162304 158.5 0.000302052962232033
162816 159 0.000303443036470414
163328 159.5 0.000304812876652552
163840 160 0.000306168135981142
164352 160.5 0.000307499223398895
164864 161 0.000308802388089748
165376 161.5 0.000310080204246541
165888 162 0.000311336333135757
166400 162.5 0.000312571214620837
166912 163 0.000313781611233775
167424 163.5 0.000314959227138353
167936 164 0.000316096431206375
168448 164.5 0.000317194659152657
168960 165 0.000318259458869751
169472 165.5 0.000319294787808533
169984 166 0.00032030437355255
170496 166.5 0.000321291542244659
171008 167 0.000322260561840637
171520 167.5 0.000323218083730702
172032 168 0.000324169823532414
172544 168.5 0.000325116602376918
173056 169 0.000326054372630796
173568 169.5 0.000326979418490718
174080 170 0.000327893188364199
174592 170.5 0.000328800671652053
175104 171 0.000329699101984504
175616 171.5 0.000330587418361758
176128 172 0.000331455206377657
176640 172.5 0.000332298843956353
177152 173 0.000333119296938492
177664 173.5 0.000333924492329464
178176 174 0.000334712289301655
178688 174.5 0.000335471256123121
179200 175 0.000336180933932685
179712 175.5 0.000336846587919641
180224 176 0.000337481644892393
180736 176.5 0.000338090416848132
181248 177 0.000338673497270193
181760 177.5 0.000339230422052588
182272 178 0.000339759393302946
182784 178.5 0.000340250168378634
183296 179 0.000340718241171393
183808 179.5 0.000341164256606828
184320 180 0.000341589708499379
184832 180.5 0.000341998243375784
185344 181 0.000342402428065259
185856 181.5 0.000342794801146838
186368 182 0.00034317096502589
186880 182.5 0.000343529132344552
187392 183 0.000343873155031191
187904 183.5 0.000344205300277979
188416 184 0.000344516858047987
188928 184.5 0.000344804947199124
189440 185 0.000345070760256501
189952 185.5 0.000345317961130259
190464 186 0.000345551900799225
190976 186.5 0.000345771003695212
191488 187 0.000345978610021276
192000 187.5 0.000346174595408183
192512 188 0.000346368905471637
193024 188.5 0.000346560105544221
193536 189 0.000346743204311215
194048 189.5 0.000346918492636429
194560 190 0.00034708674430689
195072 190.5 0.000347249443598519
195584 191 0.000347407076151194
196096 191.5 0.000347557123902592
196608 192 0.000347699839879417
197120 192.5 0.000347843512236607
197632 193 0.000347985764993227
198144 193.5 0.000348133341125435
198656 194 0.000348277837202585
199168 194.5 0.000348414919559671
199680 195 0.000348548533570866
200192 195.5 0.000348685921747511
200704 196 0.000348834669422339
201216 196.5 0.000348993620326366
201728 197 0.000349157687787641
202240 197.5 0.00034932393872824
202752 198 0.000349491534919892
203264 198.5 0.000349659016720804
203776 199 0.000349826213246045
204288 199.5 0.00034999441684685
204800 200 0.000350158212728923
205312 200.5 0.000350315478951645
