# Scalar ASCII output created by CarpetIOScalar
# created on air-di-federico.homenet.telecomitalia.it by federicofantoccoli on Jun 03 2024 at 19:15:37+0200
# parameter filename: "TOV_100_pressure.par"
# Build ID: build-sim-macbook-air-di-federico.local-federicofantoccoli-2024.06.03-11.02.01-7801
# Simulation ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.15.35-10160
# Run ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.15.35-10160
#
# HYDROBASE::vel[0] (hydrobase-vel)
# 1:iteration 2:time 3:data
# data columns: 3:vel[0] 4:vel[1] 5:vel[2]
33792 33 -0.106277634342335 -0.106277634342333 -0.106277634342334
34304 33.5 -0.108003498068591 -0.108003498068591 -0.108003498068592
34816 34 -0.109696366664383 -0.109696366664385 -0.109696366664384
35328 34.5 -0.111357228860301 -0.111357228860302 -0.111357228860302
35840 35 -0.112989457159628 -0.112989457159627 -0.112989457159628
36352 35.5 -0.114597195366047 -0.114597195366046 -0.114597195366046
36864 36 -0.116179276135076 -0.116179276135077 -0.116179276135077
37376 36.5 -0.11773626658215 -0.11773626658215 -0.117736266582151
37888 37 -0.119270687912213 -0.119270687912212 -0.119270687912212
38400 37.5 -0.120788218426324 -0.120788218426324 -0.120788218426323
38912 38 -0.122297236673791 -0.122297236673792 -0.122297236673792
39424 38.5 -0.123804979715555 -0.123804979715555 -0.123804979715555
39936 39 -0.125313404148171 -0.125313404148169 -0.12531340414817
40448 39.5 -0.126784262000355 -0.126784262000355 -0.126784262000356
40960 40 -0.128247859886554 -0.128247859886555 -0.128247859886555
41472 40.5 -0.129715548708382 -0.129715548708382 -0.129715548708381
41984 41 -0.131204228867197 -0.131204228867197 -0.131204228867196
42496 41.5 -0.132721952749644 -0.132721952749644 -0.132721952749643
43008 42 -0.134274753321974 -0.134274753321975 -0.134274753321975
43520 42.5 -0.135862776466319 -0.13586277646632 -0.13586277646632
44032 43 -0.137487881403538 -0.137487881403537 -0.137487881403537
44544 43.5 -0.139155510739983 -0.139155510739981 -0.139155510739982
45056 44 -0.140864236796054 -0.140864236796054 -0.140864236796055
45568 44.5 -0.1426051677453 -0.142605167745302 -0.142605167745301
46080 45 -0.144363242661836 -0.144363242661837 -0.144363242661836
46592 45.5 -0.146131635589628 -0.146131635589628 -0.146131635589628
47104 46 -0.147912404587905 -0.147912404587904 -0.147912404587904
47616 46.5 -0.14970712735109 -0.149707127351089 -0.149707127351089
48128 47 -0.151506193308696 -0.151506193308697 -0.151506193308697
48640 47.5 -0.153257413270904 -0.153257413270904 -0.153257413270905
49152 48 -0.154621818228566 -0.154621818228565 -0.154621818228564
49664 48.5 -0.155915468329724 -0.155915468329723 -0.155915468329721
50176 49 -0.157173775679338 -0.157173775679337 -0.157173775679338
50688 49.5 -0.158400025891433 -0.158400025891433 -0.158400025891434
51200 50 -0.159595736353833 -0.159595736353834 -0.159595736353834
51712 50.5 -0.160763771044813 -0.160763771044813 -0.160763771044812
52224 51 -0.161909002269331 -0.161909002269331 -0.161909002269329
52736 51.5 -0.163035534739459 -0.16303553473946 -0.163035534739459
53248 52 -0.164144798814184 -0.164144798814185 -0.164144798814185
53760 52.5 -0.165246906445635 -0.165246906445634 -0.165246906445634
54272 53 -0.166350623138307 -0.166350623138306 -0.166350623138304
54784 53.5 -0.167452147184172 -0.167452147184173 -0.167452147184172
55296 54 -0.168538664750636 -0.168538664750637 -0.168538664750637
55808 54.5 -0.169601862389012 -0.169601862389009 -0.169601862389011
56320 55 -0.170637800555795 -0.170637800555793 -0.170637800555794
56832 55.5 -0.171646909457324 -0.171646909457325 -0.171646909457324
57344 56 -0.172630784551087 -0.172630784551088 -0.172630784551087
57856 56.5 -0.173589888913238 -0.173589888913238 -0.173589888913238
58368 57 -0.174524030155731 -0.174524030155729 -0.17452403015573
58880 57.5 -0.175434186557562 -0.175434186557561 -0.175434186557561
59392 58 -0.176322683079705 -0.176322683079706 -0.176322683079704
59904 58.5 -0.177191435573359 -0.177191435573359 -0.177191435573358
60416 59 -0.178041260136778 -0.178041260136778 -0.178041260136777
60928 59.5 -0.178873001080918 -0.178873001080917 -0.178873001080917
61440 60 -0.179689720116073 -0.179689720116072 -0.179689720116072
61952 60.5 -0.180495279240075 -0.180495279240074 -0.180495279240074
62464 61 -0.181291647835294 -0.181291647835293 -0.181291647835293
62976 61.5 -0.182078832666054 -0.182078832666053 -0.182078832666054
63488 62 -0.182858304663537 -0.182858304663537 -0.182858304663538
64000 62.5 -0.183633852779217 -0.183633852779218 -0.183633852779218
64512 63 -0.184409674025338 -0.184409674025338 -0.184409674025338
65024 63.5 -0.185188667393407 -0.185188667393406 -0.185188667393405
65536 64 -0.185968772678395 -0.185968772678395 -0.185968772678393
66048 64.5 -0.186748006899322 -0.186748006899322 -0.186748006899323
66560 65 -0.187525941808778 -0.187525941808776 -0.18752594180878
67072 65.5 -0.188303104094027 -0.188303104094024 -0.188303104094027
67584 66 -0.189081741991512 -0.18908174199151 -0.18908174199151
68096 66.5 -0.189866344871365 -0.189866344871365 -0.189866344871364
68608 67 -0.190662763968916 -0.190662763968917 -0.190662763968915
69120 67.5 -0.191475999652321 -0.19147599965232 -0.191475999652322
69632 68 -0.192306372105705 -0.192306372105702 -0.192306372105706
70144 68.5 -0.193153511818815 -0.193153511818812 -0.193153511818814
70656 69 -0.194018336167156 -0.194018336167155 -0.194018336167153
71168 69.5 -0.194903435770753 -0.194903435770751 -0.19490343577075
71680 70 -0.195813520173647 -0.195813520173644 -0.195813520173646
72192 70.5 -0.196754682711136 -0.196754682711132 -0.196754682711134
72704 71 -0.197732989386973 -0.19773298938697 -0.197732989386971
73216 71.5 -0.198755574845762 -0.198755574845761 -0.198755574845762
73728 72 -0.199824425141136 -0.199824425141135 -0.199824425141136
74240 72.5 -0.200828901115073 -0.200828901115068 -0.20082890111507
74752 73 -0.201874190361575 -0.20187419036157 -0.20187419036157
75264 73.5 -0.202970101286058 -0.202970101286055 -0.202970101286055
75776 74 -0.20411604101107 -0.204116041011066 -0.204116041011067
76288 74.5 -0.205311853811674 -0.205311853811668 -0.205311853811672
76800 75 -0.206558171888602 -0.206558171888598 -0.206558171888601
77312 75.5 -0.207850301170541 -0.207850301170538 -0.207850301170539
77824 76 -0.209165739413376 -0.209165739413372 -0.209165739413373
78336 76.5 -0.210488768035291 -0.210488768035286 -0.210488768035288
78848 77 -0.211813042591697 -0.211813042591691 -0.211813042591694
79360 77.5 -0.213137950455646 -0.213137950455641 -0.213137950455644
79872 78 -0.214453561265904 -0.214453561265901 -0.214453561265903
80384 78.5 -0.215732719312865 -0.215732719312862 -0.215732719312865
80896 79 -0.216979426098738 -0.216979426098733 -0.216979426098735
81408 79.5 -0.218197675339389 -0.218197675339384 -0.218197675339385
81920 80 -0.219391060302786 -0.219391060302782 -0.219391060302783
82432 80.5 -0.220562754327933 -0.220562754327931 -0.220562754327933
82944 81 -0.221715779310334 -0.221715779310332 -0.221715779310334
83456 81.5 -0.222853096522457 -0.222853096522452 -0.222853096522456
83968 82 -0.223977503070729 -0.223977503070725 -0.223977503070727
84480 82.5 -0.225091392812908 -0.225091392812908 -0.225091392812907
84992 83 -0.226196308997143 -0.226196308997143 -0.226196308997143
85504 83.5 -0.227293008882563 -0.22729300888256 -0.227293008882562
86016 84 -0.228382303867834 -0.22838230386783 -0.228382303867833
86528 84.5 -0.229465788842643 -0.22946578884264 -0.229465788842642
87040 85 -0.230545723168915 -0.230545723168914 -0.230545723168915
87552 85.5 -0.231623852243361 -0.231623852243359 -0.23162385224336
88064 86 -0.232699833203073 -0.232699833203071 -0.232699833203071
88576 86.5 -0.233771400417573 -0.233771400417571 -0.233771400417572
89088 87 -0.234836609875913 -0.234836609875912 -0.234836609875913
89600 87.5 -0.235895586634037 -0.235895586634034 -0.235895586634036
90112 88 -0.236949595705473 -0.236949595705471 -0.236949595705471
90624 88.5 -0.237998581061681 -0.237998581061679 -0.237998581061681
91136 89 -0.239040168381494 -0.239040168381493 -0.239040168381495
91648 89.5 -0.240070915253576 -0.240070915253575 -0.240070915253576
92160 90 -0.241087891049984 -0.241087891049983 -0.241087891049983
92672 90.5 -0.242089008933999 -0.242089008933998 -0.242089008933998
93184 91 -0.243071293064086 -0.243071293064084 -0.243071293064086
93696 91.5 -0.244032038277819 -0.244032038277818 -0.24403203827782
94208 92 -0.244969353227352 -0.244969353227351 -0.244969353227352
94720 92.5 -0.245880428802794 -0.245880428802794 -0.245880428802794
95232 93 -0.246762005064261 -0.246762005064261 -0.246762005064261
95744 93.5 -0.247609767686223 -0.247609767686222 -0.247609767686223
96256 94 -0.24841951540869 -0.248419515408688 -0.248419515408689
96768 94.5 -0.249187371208843 -0.24918737120884 -0.249187371208843
97280 95 -0.249909275285171 -0.249909275285168 -0.249909275285171
97792 95.5 -0.250580002930766 -0.250580002930764 -0.250580002930766
98304 96 -0.251195725083707 -0.251195725083706 -0.251195725083708
98816 96.5 -0.251754506255345 -0.251754506255344 -0.251754506255346
99328 97 -0.252250430258549 -0.252250430258549 -0.252250430258551
99840 97.5 -0.252664162300365 -0.252664162300364 -0.252664162300367
100352 98 -0.252990033363695 -0.252990033363691 -0.252990033363694
100864 98.5 -0.253227694268451 -0.253227694268447 -0.25322769426845
101376 99 -0.253376842928553 -0.253376842928552 -0.253376842928554
101888 99.5 -0.253436063381723 -0.253436063381722 -0.253436063381724
102400 100 -0.253412092945087 -0.253412092945086 -0.253412092945088
102912 100.5 -0.25333277478043 -0.253332774780427 -0.253332774780431
103424 101 -0.253207560468618 -0.253207560468615 -0.25320756046862
103936 101.5 -0.25302493070096 -0.253024930700956 -0.253024930700961
104448 102 -0.252773806103442 -0.252773806103438 -0.252773806103443
104960 102.5 -0.25244948817168 -0.252449488171677 -0.252449488171682
105472 103 -0.252067720137161 -0.252067720137158 -0.252067720137164
105984 103.5 -0.251632888470492 -0.251632888470489 -0.251632888470493
106496 104 -0.251149203795535 -0.251149203795531 -0.251149203795534
107008 104.5 -0.24915231439047 -0.249152314390466 -0.249152314390469
107520 105 -0.245840760388852 -0.245840760388848 -0.245840760388854
108032 105.5 -0.242230659853419 -0.242230659853415 -0.242230659853422
108544 106 -0.23836547214963 -0.238365472149627 -0.238365472149631
109056 106.5 -0.234294759354313 -0.234294759354312 -0.234294759354314
109568 107 -0.230056239872827 -0.230056239872825 -0.230056239872828
110080 107.5 -0.225728056263393 -0.225728056263389 -0.225728056263394
110592 108 -0.223248726878148 -0.223248726878144 -0.223248726878147
111104 108.5 -0.221772871963235 -0.221772871963233 -0.221772871963236
111616 109 -0.221033142960055 -0.221033142960053 -0.221033142960058
112128 109.5 -0.220920576043707 -0.220920576043703 -0.220920576043709
112640 110 -0.221357890315694 -0.221357890315691 -0.221357890315695
113152 110.5 -0.222293007381555 -0.222293007381553 -0.222293007381555
113664 111 -0.223958051107848 -0.223958051107848 -0.22395805110785
114176 111.5 -0.226670351166477 -0.226670351166478 -0.22667035116648
114688 112 -0.229310758608103 -0.229310758608103 -0.229310758608105
115200 112.5 -0.231868880746231 -0.231868880746231 -0.231868880746232
115712 113 -0.234339263121623 -0.234339263121624 -0.234339263121625
116224 113.5 -0.236718766902562 -0.236718766902563 -0.236718766902564
116736 114 -0.239005353422044 -0.239005353422043 -0.239005353422045
117248 114.5 -0.241372960098757 -0.241372960098753 -0.241372960098754
117760 115 -0.244129757236 -0.244129757235996 -0.244129757235999
118272 115.5 -0.246836391155983 -0.246836391155979 -0.246836391155984
118784 116 -0.249487337190294 -0.24948733719029 -0.249487337190295
119296 116.5 -0.252078734866445 -0.252078734866444 -0.252078734866446
119808 117 -0.254607601455801 -0.2546076014558 -0.254607601455802
120320 117.5 -0.257071623795231 -0.25707162379523 -0.257071623795232
120832 118 -0.259470307508782 -0.25947030750878 -0.259470307508782
121344 118.5 -0.261803626818751 -0.261803626818748 -0.261803626818751
121856 119 -0.264071525049199 -0.264071525049195 -0.264071525049199
122368 119.5 -0.266273661212473 -0.26627366121247 -0.266273661212473
122880 120 -0.268409269982493 -0.26840926998249 -0.268409269982491
123392 120.5 -0.270477954241266 -0.270477954241265 -0.270477954241264
123904 121 -0.272479367015367 -0.272479367015367 -0.272479367015366
124416 121.5 -0.274412190109808 -0.274412190109807 -0.274412190109808
124928 122 -0.276276072176571 -0.276276072176568 -0.27627607217657
125440 122.5 -0.278069715379381 -0.278069715379377 -0.278069715379379
125952 123 -0.279793624423321 -0.27979362442332 -0.279793624423321
126464 123.5 -0.281449931598971 -0.281449931598972 -0.281449931598971
126976 124 -0.283041715966344 -0.283041715966345 -0.283041715966343
127488 124.5 -0.284571538051021 -0.28457153805102 -0.28457153805102
128000 125 -0.286043777319569 -0.286043777319566 -0.286043777319568
128512 125.5 -0.287464522435739 -0.287464522435736 -0.287464522435739
129024 126 -0.288840366552754 -0.288840366552753 -0.288840366552755
129536 126.5 -0.290178112936464 -0.290178112936465 -0.290178112936465
130048 127 -0.291473181350116 -0.291473181350118 -0.291473181350116
130560 127.5 -0.292724092905172 -0.292724092905172 -0.29272409290517
131072 128 -0.293938964438894 -0.293938964438891 -0.293938964438891
131584 128.5 -0.295121293199088 -0.295121293199087 -0.295121293199086
132096 129 -0.296271850386928 -0.296271850386928 -0.296271850386928
132608 129.5 -0.29739156233123 -0.297391562331231 -0.297391562331231
133120 130 -0.298481323039015 -0.298481323039015 -0.298481323039017
133632 130.5 -0.299541815089143 -0.299541815089144 -0.299541815089144
134144 131 -0.300573893920975 -0.300573893920976 -0.300573893920977
134656 131.5 -0.301579515832133 -0.301579515832131 -0.301579515832131
135168 132 -0.302572899194579 -0.302572899194576 -0.302572899194575
135680 132.5 -0.303566220323734 -0.303566220323731 -0.303566220323732
136192 133 -0.304539603598359 -0.304539603598359 -0.304539603598361
136704 133.5 -0.305474481773794 -0.305474481773795 -0.305474481773797
137216 134 -0.306377005394296 -0.306377005394296 -0.306377005394295
137728 134.5 -0.307247058588573 -0.30724705858857 -0.307247058588568
138240 135 -0.308087429855414 -0.308087429855411 -0.30808742985541
138752 135.5 -0.30890788828813 -0.30890788828813 -0.308907888288129
139264 136 -0.309713930531135 -0.309713930531137 -0.309713930531136
139776 136.5 -0.310509051704061 -0.310509051704063 -0.310509051704064
140288 137 -0.311295241619581 -0.31129524161958 -0.311295241619582
140800 137.5 -0.312073172242718 -0.312073172242714 -0.312073172242716
141312 138 -0.312837707906075 -0.312837707906072 -0.312837707906072
141824 138.5 -0.313989951094869 -0.313989951094868 -0.313989951094866
142336 139 -0.314494896563347 -0.314494896563348 -0.314494896563345
142848 139.5 -0.314655638724491 -0.314655638724491 -0.31465563872449
143360 140 -0.31470067366497 -0.314700673664969 -0.31470067366497
143872 140.5 -0.314634627877241 -0.314634627877239 -0.314634627877239
144384 141 -0.314462915357219 -0.314462915357218 -0.314462915357218
144896 141.5 -0.314189418631097 -0.314189418631097 -0.314189418631098
145408 142 -0.313816417744307 -0.313816417744306 -0.313816417744306
145920 142.5 -0.313344979416612 -0.313344979416611 -0.313344979416609
146432 143 -0.31277520105943 -0.31277520105943 -0.312775201059428
146944 143.5 -0.312106858619791 -0.312106858619792 -0.31210685861979
147456 144 -0.311342906553316 -0.311342906553316 -0.311342906553315
147968 144.5 -0.310506237949548 -0.310506237949546 -0.310506237949548
148480 145 -0.309604766176968 -0.309604766176965 -0.309604766176966
148992 145.5 -0.308628953659215 -0.308628953659213 -0.308628953659213
149504 146 -0.307561950413734 -0.307561950413733 -0.307561950413733
150016 146.5 -0.306381856707791 -0.30638185670779 -0.30638185670779
150528 147 -0.305072359534666 -0.305072359534663 -0.305072359534664
151040 147.5 -0.303644973828911 -0.303644973828909 -0.303644973828911
151552 148 -0.302116511797021 -0.302116511797018 -0.30211651179702
152064 148.5 -0.300473220413301 -0.300473220413298 -0.300473220413299
152576 149 -0.298692816204488 -0.298692816204485 -0.298692816204486
153088 149.5 -0.29672717458649 -0.296727174586487 -0.296727174586488
153600 150 -0.294482579990837 -0.294482579990834 -0.294482579990834
154112 150.5 -0.291915281578723 -0.291915281578718 -0.291915281578719
154624 151 -0.289034820495169 -0.289034820495161 -0.289034820495163
155136 151.5 -0.285864574001652 -0.285864574001643 -0.285864574001645
155648 152 -0.282449442367319 -0.28244944236731 -0.282449442367313
156160 152.5 -0.278839490325206 -0.278839490325199 -0.278839490325201
156672 153 -0.275114407902855 -0.275114407902847 -0.275114407902848
157184 153.5 -0.271340133019701 -0.271340133019692 -0.271340133019695
157696 154 -0.267543176344234 -0.267543176344226 -0.26754317634423
158208 154.5 -0.263746571237221 -0.263746571237212 -0.263746571237216
158720 155 -0.260330872699719 -0.260330872699708 -0.260330872699711
159232 155.5 -0.256766996597518 -0.256766996597506 -0.25676699659751
159744 156 -0.253022434553478 -0.253022434553466 -0.253022434553471
160256 156.5 -0.249129969338889 -0.249129969338877 -0.249129969338882
160768 157 -0.24513664888534 -0.24513664888533 -0.245136648885334
161280 157.5 -0.241106128736748 -0.241106128736738 -0.24110612873674
161792 158 -0.237120039865332 -0.237120039865322 -0.237120039865325
162304 158.5 -0.233270590802849 -0.233270590802838 -0.233270590802841
162816 159 -0.229654819734017 -0.229654819734006 -0.229654819734009
163328 159.5 -0.226365533497448 -0.226365533497437 -0.226365533497439
163840 160 -0.223549406641602 -0.223549406641591 -0.223549406641593
164352 160.5 -0.221632836660865 -0.221632836660862 -0.221632836660865
164864 161 -0.220509438864038 -0.220509438864036 -0.22050943886404
165376 161.5 -0.219347386942222 -0.21934738694222 -0.219347386942224
165888 162 -0.218150549923728 -0.218150549923725 -0.218150549923731
166400 162.5 -0.216908131620641 -0.216908131620639 -0.216908131620645
166912 163 -0.216111092798286 -0.216111092798281 -0.216111092798279
167424 163.5 -0.216144326716168 -0.216144326716164 -0.216144326716161
167936 164 -0.216557236468255 -0.216557236468251 -0.216557236468252
168448 164.5 -0.217295331784535 -0.21729533178453 -0.217295331784534
168960 165 -0.218195064207763 -0.218195064207759 -0.21819506420776
169472 165.5 -0.219530028929191 -0.219530028929187 -0.219530028929185
169984 166 -0.221246792182851 -0.221246792182848 -0.221246792182845
170496 166.5 -0.223318343472387 -0.223318343472384 -0.223318343472381
171008 167 -0.225875301934716 -0.225875301934714 -0.22587530193471
171520 167.5 -0.228707300374975 -0.228707300374973 -0.228707300374971
172032 168 -0.231690648480701 -0.231690648480698 -0.2316906484807
172544 168.5 -0.234797955398452 -0.234797955398449 -0.234797955398452
173056 169 -0.237971311663619 -0.237971311663616 -0.237971311663616
173568 169.5 -0.2411072121466 -0.241107212146596 -0.241107212146593
174080 170 -0.244187646371755 -0.24418764637175 -0.244187646371748
174592 170.5 -0.247194982602628 -0.247194982602626 -0.247194982602625
175104 171 -0.250284505314348 -0.250284505314347 -0.250284505314349
175616 171.5 -0.253367630915169 -0.253367630915169 -0.25336763091517
176128 172 -0.256304266028145 -0.256304266028143 -0.256304266028144
176640 172.5 -0.259087371899119 -0.259087371899117 -0.259087371899117
177152 173 -0.261705397822494 -0.261705397822492 -0.261705397822493
177664 173.5 -0.264043807382231 -0.264043807382228 -0.264043807382229
178176 174 -0.266172965380356 -0.266172965380355 -0.266172965380353
178688 174.5 -0.267207049620614 -0.267207049620614 -0.267207049620613
179200 175 -0.265321205556079 -0.265321205556079 -0.265321205556079
179712 175.5 -0.263254819407216 -0.263254819407215 -0.263254819407216
180224 176 -0.26109610300274 -0.261096103002738 -0.261096103002739
180736 176.5 -0.258919491203629 -0.258919491203628 -0.258919491203627
181248 177 -0.256768561306977 -0.256768561306976 -0.256768561306974
181760 177.5 -0.254349553280823 -0.254349553280822 -0.254349553280821
182272 178 -0.250939315473433 -0.250939315473431 -0.250939315473431
182784 178.5 -0.246414185271057 -0.246414185271053 -0.246414185271054
183296 179 -0.240800468331912 -0.240800468331906 -0.240800468331909
183808 179.5 -0.234445614189 -0.234445614188994 -0.234445614188997
184320 180 -0.227594643878136 -0.22759464387813 -0.22759464387813
184832 180.5 -0.226940205687017 -0.226940205687015 -0.226940205687017
185344 181 -0.227145248994186 -0.227145248994185 -0.227145248994186
185856 181.5 -0.221920675497792 -0.221920675497791 -0.221920675497792
186368 182 -0.216246221916048 -0.216246221916047 -0.216246221916049
186880 182.5 -0.211124261243012 -0.211124261243013 -0.211124261243013
187392 183 -0.207596381047501 -0.207596381047502 -0.207596381047502
187904 183.5 -0.201308618631016 -0.201308618631016 -0.201308618631016
188416 184 -0.19711752747909 -0.197117527479088 -0.197117527479089
188928 184.5 -0.199132492119383 -0.199132492119382 -0.199132492119382
189440 185 -0.200996327354195 -0.200996327354194 -0.200996327354194
189952 185.5 -0.202694074963745 -0.202694074963744 -0.202694074963744
190464 186 -0.204238441208104 -0.204238441208103 -0.204238441208103
190976 186.5 -0.201737533587153 -0.201737533587151 -0.201737533587152
191488 187 -0.198310549726234 -0.198310549726232 -0.198310549726233
192000 187.5 -0.194377598235166 -0.194377598235166 -0.194377598235165
192512 188 -0.19007075776979 -0.19007075776979 -0.19007075776979
193024 188.5 -0.185529500978813 -0.185529500978812 -0.185529500978812
193536 189 -0.180899853142274 -0.180899853142273 -0.180899853142274
194048 189.5 -0.181982223876005 -0.181982223876005 -0.181982223876005
194560 190 -0.183395011037837 -0.183395011037837 -0.183395011037837
195072 190.5 -0.184848375205179 -0.184848375205178 -0.184848375205179
195584 191 -0.186031338871138 -0.186031338871137 -0.186031338871137
196096 191.5 -0.187953983467003 -0.187953983467003 -0.187953983467002
196608 192 -0.189419051747946 -0.189419051747945 -0.189419051747945
197120 192.5 -0.189730141581232 -0.189730141581232 -0.189730141581231
197632 193 -0.189575435509963 -0.189575435509962 -0.189575435509962
198144 193.5 -0.190600363420484 -0.190600363420485 -0.190600363420484
198656 194 -0.193161637152605 -0.193161637152605 -0.193161637152604
199168 194.5 -0.193218864348718 -0.193218864348716 -0.193218864348717
199680 195 -0.195970754076568 -0.195970754076567 -0.195970754076568
200192 195.5 -0.198579792803374 -0.198579792803374 -0.198579792803374
200704 196 -0.201062097448708 -0.201062097448708 -0.201062097448708
201216 196.5 -0.203445304678718 -0.203445304678718 -0.203445304678718
201728 197 -0.205733496889408 -0.205733496889407 -0.205733496889408
202240 197.5 -0.205065336745583 -0.205065336745581 -0.205065336745583
202752 198 -0.20051589289699 -0.200515892896989 -0.20051589289699
203264 198.5 -0.199308387471503 -0.199308387471502 -0.199308387471502
203776 199 -0.200165974968757 -0.200165974968757 -0.200165974968757
204288 199.5 -0.200270078831733 -0.200270078831733 -0.200270078831733
204800 200 -0.199754749449945 -0.199754749449946 -0.199754749449945
205312 200.5 -0.197710124596687 -0.197710124596687 -0.197710124596686
