# Scalar ASCII output created by CarpetIOScalar
# created on air-di-federico.homenet.telecomitalia.it by federicofantoccoli on Jun 03 2024 at 19:15:37+0200
# parameter filename: "TOV_100_pressure.par"
# Build ID: build-sim-macbook-air-di-federico.local-federicofantoccoli-2024.06.03-11.02.01-7801
# Simulation ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.15.35-10160
# Run ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.15.35-10160
#
# HYDROBASE::vel[0] (hydrobase-vel)
# 1:iteration 2:time 3:data
# data columns: 3:vel[0] 4:vel[1] 5:vel[2]
0 0 0 0 0
512 0.5 -0.00454168026796094 -0.00454168026796094 -0.00454168026796094
1024 1 -0.0089321977527947 -0.0089321977527947 -0.0089321977527947
1536 1.5 -0.0130420993244279 -0.013042099324428 -0.0130420993244279
2048 2 -0.017041153238728 -0.017041153238728 -0.017041153238728
2560 2.5 -0.0211439346680632 -0.0211439346680632 -0.0211439346680632
3072 3 -0.0253210199683307 -0.0253210199683307 -0.0253210199683307
3584 3.5 -0.0294510473619781 -0.0294510473619781 -0.0294510473619781
4096 4 -0.0335064586791467 -0.0335064586791467 -0.0335064586791467
4608 4.5 -0.037504328948932 -0.037504328948932 -0.037504328948932
5120 5 -0.0414683511526609 -0.0414683511526609 -0.0414683511526609
5632 5.5 -0.0454260984145888 -0.0454260984145887 -0.0454260984145888
6144 6 -0.049379289912458 -0.0493792899124579 -0.049379289912458
6656 6.5 -0.0534970243409352 -0.0534970243409351 -0.0534970243409352
7168 7 -0.0577976024716451 -0.0577976024716448 -0.057797602471645
7680 7.5 -0.0620439622723772 -0.0620439622723771 -0.0620439622723772
8192 8 -0.0662386890413801 -0.0662386890413802 -0.0662386890413801
8704 8.5 -0.0703760828585747 -0.0703760828585749 -0.0703760828585747
9216 9 -0.0744450474650734 -0.0744450474650735 -0.0744450474650732
9728 9.5 -0.0784402576019717 -0.0784402576019718 -0.0784402576019715
10240 10 -0.0823611900987438 -0.0823611900987438 -0.0823611900987437
10752 10.5 -0.086202196404847 -0.086202196404847 -0.0862021964048472
11264 11 -0.089953417229269 -0.0899534172292695 -0.0899534172292695
11776 11.5 -0.0936065039928351 -0.0936065039928356 -0.0936065039928353
12288 12 -0.09715907377832 -0.0971590737783198 -0.0971590737783199
12800 12.5 -0.100612525056988 -0.100612525056987 -0.100612525056988
13312 13 -0.103968039680648 -0.103968039680647 -0.103968039680648
13824 13.5 -0.107227104988382 -0.107227104988382 -0.107227104988381
14336 14 -0.110392082876687 -0.110392082876687 -0.110392082876687
14848 14.5 -0.113465417726526 -0.113465417726526 -0.113465417726526
15360 15 -0.116449679929431 -0.116449679929431 -0.116449679929431
15872 15.5 -0.119348719709698 -0.119348719709698 -0.119348719709698
16384 16 -0.122165847084076 -0.122165847084075 -0.122165847084075
16896 16.5 -0.124885118791488 -0.124885118791487 -0.124885118791488
17408 17 -0.127403981032681 -0.127403981032681 -0.12740398103268
17920 17.5 -0.129670633976665 -0.129670633976665 -0.129670633976665
18432 18 -0.131540218484959 -0.131540218484958 -0.131540218484959
18944 18.5 -0.132804103711676 -0.132804103711676 -0.132804103711677
19456 19 -0.133336543130486 -0.133336543130487 -0.133336543130486
19968 19.5 -0.133117058333878 -0.133117058333878 -0.133117058333878
20480 20 -0.132200173512338 -0.132200173512338 -0.132200173512338
20992 20.5 -0.13068166304747 -0.130681663047471 -0.130681663047471
21504 21 -0.129821354500123 -0.129821354500123 -0.129821354500123
22016 21.5 -0.130420275107392 -0.130420275107392 -0.130420275107392
22528 22 -0.131452462202711 -0.131452462202712 -0.131452462202712
23040 22.5 -0.133085402028151 -0.13308540202815 -0.133085402028151
23552 23 -0.134446223250865 -0.134446223250865 -0.134446223250865
24064 23.5 -0.135522934365002 -0.135522934365002 -0.135522934365002
24576 24 -0.136311898735655 -0.136311898735655 -0.136311898735655
25088 24.5 -0.136818472382042 -0.136818472382042 -0.136818472382042
25600 25 -0.136955242605292 -0.136955242605291 -0.136955242605291
26112 25.5 -0.136516017799978 -0.136516017799978 -0.136516017799979
26624 26 -0.135402345227893 -0.135402345227893 -0.135402345227894
27136 26.5 -0.133653621743119 -0.133653621743118 -0.133653621743118
27648 27 -0.131318948332055 -0.131318948332054 -0.131318948332055
28160 27.5 -0.128443195939445 -0.128443195939444 -0.128443195939446
28672 28 -0.126897070770029 -0.126897070770029 -0.126897070770029
29184 28.5 -0.124982189508678 -0.124982189508678 -0.124982189508679
29696 29 -0.122364694574317 -0.122364694574316 -0.122364694574317
30208 29.5 -0.119184247571257 -0.119184247571257 -0.119184247571258
30720 30 -0.115590044078006 -0.115590044078004 -0.115590044078006
31232 30.5 -0.111736753443523 -0.11173675344352 -0.111736753443523
31744 31 -0.107791749159727 -0.107791749159725 -0.107791749159727
32256 31.5 -0.106792131997476 -0.106792131997476 -0.106792131997476
32768 32 -0.107797001518752 -0.107797001518751 -0.107797001518752
33280 32.5 -0.104527754716204 -0.104527754716203 -0.104527754716203
