# Scalar ASCII output created by CarpetIOScalar
# created on MacBook-Air-di-Federico.local by federicofantoccoli on Jun 03 2024 at 17:46:23+0200
# parameter filename: "TOV_90_pressure.par"
# Build ID: build-sim-macbook-air-di-federico.local-federicofantoccoli-2024.06.03-11.02.01-7801
# Simulation ID: run-TOV_90_pressure-MacBook-Air-di-Federico.local-federicofantoccoli-2024.06.03-15.46.21-9631
# Run ID: run-TOV_90_pressure-MacBook-Air-di-Federico.local-federicofantoccoli-2024.06.03-15.46.21-9631
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
24064 23.5 2964.07520300627 3002.39966829048 31.0516209602356 28.5417859554291 26.5539269447327 0 4.49962711334229 141 394103.438991714 394103.438991714 11248416 11248416 193494.829252249 193494.829252249 5522688 5522688 880.006506969421 1189532.00941611 18499.924564276 1171032.08485183 3962 5350357 83413 5266944 0 0 0 0 30.8109889030457 1717429612.28201 30299
24576 24 2960.67615414865 3001.49810691214 31.6923580169678 29.1825230121613 27.1303632259369 0 4.61277008056641 144 393651.501455604 393651.501455604 11487744 11487744 193272.939342824 193272.939342824 5640192 5640192 890.399964503708 1198092.55607784 18566.4394370911 1179526.11664075 4144 5776928 84896 5692032 0 0 0 0 31.4464356899261 1717429612.92274 30938
25088 24.5 2962.33879927099 3000.63549555468 32.283607006073 29.7737720012665 27.6641979217529 0 4.6210470199585 147 393872.566751071 393872.566751071 11727072 11727072 193381.47681641 193381.47681641 5757696 5757696 901.846951407897 1250846.56814942 18647.4067197015 1232199.16142972 4170 5778378 86346 5692032 0 0 0 0 32.0330054759979 1717429613.51399 31577
25600 25 2964.06495444084 2999.89949525805 32.8735420703888 30.3637070655823 28.2203860282898 0 4.67963123321533 150 394102.076342453 394102.076342453 11966400 11966400 193494.160225898 193494.160225898 5875200 5875200 908.63060721531 1243209.75863739 18833.0241253782 1224376.73451201 4268 5793687 87831 5705856 0 0 0 0 32.6177463531494 1717429614.10393 32216
26112 25.5 2964.36609629701 2999.15852457954 33.4776699542999 30.9678349494934 28.7902731895447 0 4.68928360939026 153 394142.116163651 394142.116163651 12205728 12205728 193513.818766269 193513.818766269 5992704 5992704 915.220156368393 1236279.81389849 19003.7251955673 1217276.08870292 4294 5795140 89284 5705856 0 0 0 0 33.2164723873138 1717429614.70806 32855
26624 26 2961.32454117865 2998.40397630309 34.1173129081726 31.6074779033661 29.3671822547913 0 4.80066275596619 156 393737.710995114 393737.710995114 12445056 12445056 193315.266048142 193315.266048142 6110208 6110208 925.027187804226 1244277.7749266 19068.5281331204 1225209.24679348 4476 6221720 90776 6130944 0 0 0 0 33.850837469101 1717429615.3477 33494
27136 26.5 2962.95265189736 2997.67847253255 34.707447052002 32.1976120471954 29.9001169204712 0 4.80897378921509 159 393954.184596273 393954.184596273 12684384 12684384 193421.549115859 193421.549115859 6227712 6227712 935.654485324006 1294474.44417937 19142.0180187829 1275332.42616058 4502 6223171 92227 6130944 0 0 0 0 34.4363429546356 1717429615.93783 34133
27648 27 2964.47886981119 2997.06215199315 35.2980599403381 32.7882249355316 30.4568543434143 0 4.86920189857483 162 394157.110530096 394157.110530096 12923712 12923712 193521.180621275 193521.180621275 6345216 6345216 941.914138680144 1286796.41367812 19317.089127432 1267479.32455068 4600 6238483 93715 6144768 0 0 0 0 35.0217280387878 1717429616.52845 34772
28160 27.5 2965.00397695144 2996.44377580496 35.8993349075317 33.3894999027252 31.0223815441132 0 4.87882208824158 165 394226.928775463 394226.928775463 13163040 13163040 193555.45961539 193555.45961539 6462720 6462720 947.722821109803 1279431.75483355 19471.3775022518 1259960.37733129 4626 6239935 95167 6144768 0 0 0 0 35.617614030838 1717429617.12972 35411
28672 28 2962.24051869475 2995.8106058485 36.5381319522858 34.0282969474792 31.5968894958496 0 4.99187254905701 168 393859.499365654 393859.499365654 13402368 13402368 193375.061060393 193375.061060393 6580224 6580224 956.439608391247 1286168.62176476 19520.394081121 1266648.22768364 4808 6666508 96652 6569856 0 0 0 0 36.2511479854584 1717429617.76852 36050
29184 28.5 2963.68086957935 2995.19720992245 37.128947019577 34.6191120147705 32.1303074359894 0 5.00028944015503 171 394051.00841927 394051.00841927 13641696 13641696 193469.08716614 193469.08716614 6697728 6697728 966.262903982645 1333913.73562772 19584.9287316963 1314328.80689603 4834 6667958 98102 6569856 0 0 0 0 36.8372895717621 1717429618.35933 36689
29696 29 2965.4463318862 2994.6822496626 37.7153279781342 35.2054929733276 32.681770324707 0 5.06038808822632 174 394285.74428759 394285.74428759 13881024 13881024 193584.336545531 193584.336545531 6815232 6815232 971.877216240735 1325985.2095775 19744.0869545488 1306241.12262295 4932 6683259 99579 6583680 0 0 0 0 37.4184582233429 1717429618.94571 37328
30208 29.5 2965.99810806332 2994.16688752986 38.3156569004059 35.8058218955994 33.2475080490112 0 5.07001686096191 177 394359.108448099 394359.108448099 14120352 14120352 193620.356494374 193620.356494374 6932736 6932736 977.477210172459 1318923.57466189 19893.0621329829 1299030.51252891 4958 6684706 101026 6583680 0 0 0 0 38.0134506225586 1717429619.54604 37967
30720 30 2948.52167661368 2993.26301931641 39.1383600234985 36.628525018692 33.9982471466064 0 5.19966864585876 180 392035.442122555 392035.442122555 14359680 14359680 192479.495049341 192479.495049341 7050240 7050240 984.025082939085 1322936.1227786 19904.8157988823 1303031.30697972 5140 7111279 102511 7008768 0 0 0 0 38.8295137882233 1717429620.36875 38606
31232 30.5 2942.58447014525 2992.29074317817 39.8239719867706 37.3141369819641 34.6165602207184 0 5.20922684669495 183 391246.031150512 391246.031150512 14599008 14599008 192091.914211082 192091.914211082 7167744 7167744 991.279397886626 1365846.66616292 19925.0615586828 1345921.60460423 5166 7112731 103963 7008768 0 0 0 0 39.5096802711487 1717429621.05436 39245
