# Scalar ASCII output created by CarpetIOScalar
# created on air-di-federico.homenet.telecomitalia.it by federicofantoccoli on Jun 12 2024 at 12:44:29+0200
# parameter filename: "TOV_110_HLLE_res05.par"
# Build ID: build-sim-macbook-air-di-federico.local-federicofantoccoli-2024.06.03-11.02.01-7801
# Simulation ID: run-TOV_110_HLLE_res05-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.12-10.44.25-9703
# Run ID: run-TOV_110_HLLE_res05-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.12-10.44.25-9703
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
10240 2.5 66.9125499536858 70.6572292162084 138.126065969467 134.503916025162 133.080000162125 0 5.12221598625183 60 363662.869048732 363662.869048732 48914080 48914080 297874.449934268 297874.449934268 40065280 40065280 344.426740822729 2246430.27514733 9018.31282774449 2237411.96231958 1820 12368079 45711 12322368 0 0 0 0 137.981821298599 1718189204.25352 13046
10752 2.625 66.9041777126961 70.4716884399975 144.868934869766 141.246784925461 139.692883014679 0 5.19422912597656 63 363617.366774782 363617.366774782 51359784 51359784 297837.179247659 297837.179247659 42068544 42068544 355.869695970992 2389724.7064561 9074.6772472603 2380650.02920884 1846 12369551 47183 12322368 0 0 0 0 144.717520475388 1718189210.99639 13685
11264 2.75 67.076844468542 70.319197764226 151.214066028595 147.59191608429 145.907844543457 0 5.3508472442627 66 364555.792942425 364555.792942425 53805488 53805488 298605.839460954 298605.839460954 44071808 44071808 358.824071956451 2334317.75034133 9137.76406352543 2325179.9862778 1944 12402456 48696 12353760 0 0 0 0 151.055588960648 1718189217.34152 14324
11776 2.875 67.2209544154107 70.1841303213612 157.591995954514 153.969846010208 152.185822725296 0 5.42645025253296 69 365339.015772417 365339.015772417 56251192 56251192 299247.373391185 299247.373391185 46075072 46075072 363.658343275943 2294364.69644819 9243.69195754257 2285121.00449065 1970 12403946 50186 12353760 0 0 0 0 157.425936937332 1718189223.71945 14963
12288 3 67.24754098238 70.0565922998259 164.222817897797 160.600667953491 158.629658460617 0 5.66645193099976 72 365483.511046157 365483.511046157 58696896 58696896 299365.728752281 299365.728752281 48078336 48078336 370.094938871227 2395885.9300384 9204.81537818661 2386681.11466021 2152 14433008 51680 14381328 0 0 0 0 164.049966096878 1718189230.35027 15602
12800 3.125 67.3255767610207 69.9469152229758 170.720607042313 167.098457098007 165.00382065773 0 5.7373673915863 75 365907.627526078 365907.627526078 61142600 61142600 299713.120454643 299713.120454643 50081600 50081600 380.283581325168 2524883.91711248 9252.40098924261 2515631.51612324 2178 14434435 53107 14381328 0 0 0 0 170.540531635284 1718189236.84806 16241
13312 3.25 67.1233290429865 69.8229914641663 177.928164958954 174.306015014648 172.070871114731 0 5.89957118034363 78 364808.431852774 364808.431852774 63588304 63588304 298812.77473771 298812.77473771 52084864 52084864 381.746256798323 2467229.64296099 9289.10200632378 2457940.54095467 2276 14467337 54617 14412720 0 0 0 0 177.741301774979 1718189244.05562 16880
13824 3.375 67.1617966496641 69.7224539866467 184.528567075729 180.906417131424 178.575909376144 0 5.97424960136414 81 365017.499362822 365017.499362822 66034008 66034008 298984.020896873 298984.020896873 54088128 54088128 386.046051356224 2430614.31215989 9389.92342931077 2421224.38873058 2302 14468828 56108 14412720 0 0 0 0 184.334358692169 1718189250.65602 17519
14336 3.5 66.8692820191538 69.6086430885172 192.049475908279 188.427325963974 185.904174566269 0 6.22384023666382 84 363427.712247495 363427.712247495 68479712 68479712 297681.834166263 297681.834166263 56091392 56091392 390.867732324118 2516632.16159556 9342.91042938768 2507289.25116618 2484 16497908 57620 16440288 0 0 0 0 191.848318815231 1718189258.17693 18158
14848 3.625 66.9966241089861 69.5185624456027 198.40808391571 194.785933971405 192.133507013321 0 6.2951488494873 87 364119.803488541 364119.803488541 70925416 70925416 298248.722664586 298248.722664586 58094656 58094656 399.389479001468 2629526.78031832 9383.89965028191 2620142.88066803 2510 16499379 59091 16440288 0 0 0 0 198.199198007584 1718189264.53554 18797
15360 3.75 67.1366711140198 69.4397859087848 204.70450592041 201.082355976105 198.315276145935 0 6.43268799781799 90 364880.944644984 364880.944644984 73371120 73371120 298872.16960568 298872.16960568 60097920 60097920 401.926380901049 2585011.58715283 9452.31305364371 2575559.27409919 2608 16532282 60602 16471680 0 0 0 0 204.488618135452 1718189270.83196 19436
15872 3.875 67.1385620571019 69.361827574631 211.401398897171 207.779248952866 204.913109779358 0 6.50925302505493 93 364891.221727339 364891.221727339 75816824 75816824 298880.587512796 298880.587512796 62101184 62101184 405.345685471927 2548216.28626387 9537.79939153792 2538678.48687233 2634 16533777 62097 16471680 0 0 0 0 211.178340911865 1718189277.52885 20075
16384 4 67.0363341871958 69.2843598014425 218.431031942368 214.808881998062 211.791519403458 0 6.7036464214325 96 364335.623704359 364335.623704359 78262528 78262528 298425.499931508 298425.499931508 64104448 64104448 411.777217676416 2640315.97158158 9549.34562265465 2630766.62595892 2816 18562848 63600 18499248 0 0 0 0 217.989823818207 1718189284.55849 20714
16896 4.125 67.0362675052139 69.2140016186883 225.144029855728 221.521879911423 218.393249750137 0 6.77152729034424 99 364335.261294604 364335.261294604 80708232 80708232 298425.203083477 298425.203083477 66107712 66107712 420.395858791141 2749913.44846586 9600.81634807266 2740312.63211779 2842 18564274 65026 18499248 0 0 0 0 224.906245946884 1718189291.27148 21353
17408 4.25 66.939166824441 69.1399171900832 232.187886953354 228.565737009048 225.300308704376 0 6.92744517326355 102 363807.52902045 363807.52902045 83153936 83153936 297992.94019866 297992.94019866 68110976 68110976 421.047848048834 2697773.77886894 9630.09022944243 2688143.6886395 2940 18597177 66537 18530640 0 0 0 0 231.943180322647 1718189298.31534 21992
17920 4.375 66.9886542847241 69.0769872608485 238.736590862274 235.114440917969 231.754587173462 0 7.00301361083984 105 364076.488308371 364076.488308371 85599640 85599640 298213.24341563 298213.24341563 70114240 70114240 424.233519776882 2663770.29129927 9712.68464218417 2654057.60665709 2966 18598667 68027 18530640 0 0 0 0 238.485014438629 1718189304.86404 22631
18432 4.5 67.0847084694568 69.0219406901732 245.107882976532 241.485733032227 237.927114248276 0 7.2507688999176 108 364598.532983521 364598.532983521 88045344 88045344 298640.847616351 298640.847616351 72117504 72117504 426.973784566454 2728857.69498366 9654.67662636109 2719203.01835729 3148 20627741 69533 20558208 0 0 0 0 244.849259376526 1718189311.23534 23270
18944 4.625 67.1087817121389 68.969527682952 251.726788043976 248.10463809967 244.425547599792 0 7.31964921951294 111 364729.368596678 364729.368596678 90491048 90491048 298748.014417303 298748.014417303 74120768 74120768 434.17279902423 2825409.3475903 9694.92794288017 2815714.41964742 3174 20629204 70996 20558208 0 0 0 0 251.461309909821 1718189317.85424 23909
19456 4.75 67.1534567227779 68.9196959713064 258.262801885605 254.640651941299 250.844927549362 0 7.46739459037781 114 364972.172712722 364972.172712722 92936752 92936752 298946.894062887 298946.894062887 76124032 76124032 435.704334354777 2783284.27581016 9745.78386247213 2773538.49194769 3272 20662101 72501 20589600 0 0 0 0 257.990083694458 1718189324.39026 24548
19968 4.875 67.1259517352673 68.8704361275243 265.070956945419 261.448807001114 257.549041509628 0 7.54206967353821 117 364822.685917223 364822.685917223 95382456 95382456 298824.450171108 298824.450171108 78127296 78127296 437.920371229698 2747090.57505205 9809.07065890736 2737281.50439314 3298 20663595 73995 20589600 0 0 0 0 264.790977954865 1718189331.19841 25187
20480 5 66.9655139303368 68.8181956971634 272.417219877243 268.795069932938 264.694634914398 0 7.79181957244873 120 363950.722847735 363950.722847735 97828160 97828160 298110.229551427 298110.229551427 80130560 80130560 440.00810821099 2804789.73092719 9750.49162453777 2795039.23930266 3480 22692664 75496 22617168 0 0 0 0 272.130856752396 1718189338.54467 25826
20992 5.125 67.0075171387373 68.7733208821148 278.964391946793 275.342242002487 271.122395277023 0 7.86362981796265 123 364179.005991729 364179.005991729 100273864 100273864 298297.215140923 298297.215140923 82133824 82133824 446.569942257197 2893890.41536888 9782.07505439515 2884108.34031448 3506 22694092 76924 22617168 0 0 0 0 278.669518947601 1718189345.09185 26465
21504 5.25 66.9956238987645 68.7286165366515 285.73012804985 282.107978105545 277.73301243782 0 8.03807210922241 126 364114.367448231 364114.367448231 102719568 102719568 298244.270030966 298244.270030966 84137088 84137088 445.660682288835 2839892.66903132 9782.2769852569 2830110.39204606 3604 22726998 78438 22648560 0 0 0 0 285.428041696548 1718189351.85758 27104
22016 5.375 67.0366115174467 68.6878597848515 292.270390987396 288.648241043091 284.174884319305 0 8.11600852012634 129 364337.130965923 364337.130965923 105165272 105165272 298426.73452197 298426.73452197 86140352 86140352 447.902787146382 2807517.66774346 9847.19095028552 2797670.47679318 3630 22728491 79931 22648560 0 0 0 0 291.960792779922 1718189358.39785 27743
22528 5.5 67.0987091322517 68.6517510813277 298.709794044495 295.087644100189 290.411081552505 0 8.37097263336182 132 364674.625154632 364674.625154632 107610976 107610976 298703.174335802 298703.174335802 88143616 88143616 449.467312381363 2858891.90918497 9788.7473603184 2849103.16182465 3812 24757565 81437 24676128 0 0 0 0 298.393885850906 1718189364.83725 28382
23040 5.625 66.9079155748429 68.60603921552 306.276922941208 302.654772996902 297.855332136154 0 8.44213581085205 135 363637.681673457 363637.681673457 110056680 110056680 297853.819080271 297853.819080271 90146880 90146880 455.25840530025 2939922.34639832 9819.40371056447 2930102.94268775 3838 24759036 82908 24676128 0 0 0 0 305.95304942131 1718189372.40438 29021
23552 5.75 66.8958308592155 68.5670539111118 313.058474063873 309.436324119568 304.491428852081 0 8.60816645622253 138 363572.002479348 363572.002479348 112502384 112502384 297800.021578568 297800.021578568 92150144 92150144 454.765896955628 2891998.74489953 9828.8263827648 2882169.91851677 3936 24791933 84413 24707520 0 0 0 0 312.728080034256 1718189379.18593 29660
24064 5.875 66.9514719852005 68.5327535014496 319.522598028183 315.900448083878 310.858115673065 0 8.68368625640869 141 363874.406311317 363874.406311317 114948088 114948088 298047.719055468 298047.719055468 94153408 94153408 456.807439588373 2861476.88734752 9890.49275971835 2851586.3945878 3962 24793429 85909 24707520 0 0 0 0 319.184824943542 1718189385.65005 30299
24576 6 67.0253996529375 68.5013219080533 325.888038873672 322.265888929367 317.040267467499 0 8.92112040519714 144 364276.195628418 364276.195628418 117393792 117393792 298376.822689649 298376.822689649 96156672 96156672 459.098660388723 2914864.75136603 9856.60636972924 2905008.1449963 4144 26822494 87406 26735088 0 0 0 0 325.543485641479 1718189392.01549 30938
25088 6.125 67.0853833248069 68.4722067858343 332.307757854462 328.685607910156 323.338784694672 0 8.9870343208313 147 364602.200753363 364602.200753363 119839496 119839496 298643.851868413 298643.851868413 98159936 98159936 464.490184749034 2990721.8498832 9880.28377621708 2980841.56610698 4170 26823916 88828 26735088 0 0 0 0 331.954849481583 1718189398.43521 31577
25600 6.25 66.9877126785402 68.439884662253 339.504643917084 335.882493972778 330.411455631256 0 9.1383945941925 150 364071.370775015 364071.370775015 122285200 122285200 298209.051669474 298209.051669474 100163200 100163200 464.963428348848 2951744.77381417 9911.92496700804 2941832.84884717 4268 26856819 90339 26766480 0 0 0 0 339.144611358643 1718189405.6321 32216
26112 6.375 67.0183757948422 68.4111756740244 346.065542936325 342.44339299202 336.86790728569 0 9.21827983856201 153 364238.021677664 364238.021677664 124730904 124730904 298345.554596175 298345.554596175 102166464 102166464 466.424216282576 2920109.03890789 9961.14691645532 2910147.89199143 4294 26858309 91829 26766480 0 0 0 0 345.698467969894 1718189412.193 32855
26624 6.5 67.0307999532909 68.3840189560748 352.715402841568 349.093252897263 343.313505649567 0 9.46797180175781 156 364305.545708808 364305.545708808 127176608 127176608 298400.863194732 298400.863194732 104169728 104169728 467.352483256059 2962693.5320775 9905.6603255811 2952787.87175192 4476 28887384 93336 28794048 0 0 0 0 352.342177629471 1718189418.84286 33494
27136 6.625 67.1159739145156 68.3601531519242 358.977195978165 355.355046033859 349.458649158478 0 9.53691101074219 159 364768.457481392 364768.457481392 129622312 129622312 298780.031928641 298780.031928641 106172992 106172992 472.551124158673 3034984.70378384 9938.07161870027 3025046.63216514 4502 28888854 94806 28794048 0 0 0 0 358.596386432648 1718189425.10465 34133
27648 6.75 67.1843330958647 68.338407184292 365.313616991043 361.691467046738 355.670202493668 0 9.69451498985291 162 365139.982644197 365139.982644197 132068016 132068016 299084.346344343 299084.346344343 108176256 108176256 472.861557619558 2997455.41455953 9965.8684199622 2987489.54613957 4600 28921753 96313 28825440 0 0 0 0 364.925092220306 1718189431.44107 34772
28160 6.875 66.9243375233829 68.3064906047845 373.442770004272 369.820620059967 363.692465782166 0 9.77112722396851 165 363726.933285084 363726.933285084 134513720 134513720 297926.924632094 297926.924632094 110179520 110179520 474.036491037942 2966372.46809413 10009.3287118903 2956363.13938224 4626 28923247 97807 28825440 0 0 0 0 373.047482013702 1718189439.57022 35411
28672 7 66.9661540235926 68.2822407632382 379.931650876999 376.309500932693 369.990769386292 0 10.0135226249695 168 363954.201689148 363954.201689148 136959424 136959424 298113.079053151 298113.079053151 112182784 112182784 475.410556339274 3009781.17765197 9969.94080380565 2999811.23684817 4808 30952315 99307 30853008 0 0 0 0 379.529463529587 1718189446.0591 36050
29184 7.125 66.9908401906842 68.2586537908302 386.510316848755 382.888166904449 376.449130535126 0 10.0817523002625 171 364088.368483816 364088.368483816 139405128 139405128 298222.974408335 298222.974408335 114186048 114186048 480.062673469942 3076529.05284832 9991.26711964647 3066537.78572868 4834 30953742 100734 30853008 0 0 0 0 386.100491762161 1718189452.63777 36689
29696 7.25 67.0624352526038 68.2380420773245 392.811714887619 389.189564943314 382.627799987793 0 10.2248959541321 174 364477.480326742 364477.480326742 141850832 141850832 298541.693986382 298541.693986382 116189312 116189312 480.365365197971 3041129.00634401 10019.6241822232 3031109.38216179 4932 30986646 102246 30884400 0 0 0 0 392.394577026367 1718189458.93917 37328
30208 7.375 67.1105707873798 68.2188672466611 399.237917900085 395.61576795578 388.958508968353 0 10.2999289035797 177 364739.092037729 364739.092037729 144296536 144296536 298755.978839577 298755.978839577 118192576 118192576 481.934324522023 3014563.50319339 10071.6880403895 3004491.815153 4958 30988144 103744 30884400 0 0 0 0 398.812794923782 1718189465.36537 37967
30720 7.5 67.0995673996698 68.1996915825475 406.009244918823 402.387094974518 395.516386270523 0 10.5739214420319 180 364679.289750316 364679.289750316 146742240 146742240 298706.99508296 298706.99508296 120195840 120195840 482.042136421936 3048242.1494529 10011.1898502528 3038230.95960265 5140 33017218 105250 32911968 0 0 0 0 405.577510118484 1718189472.1367 38606
31232 7.625 67.0700517802681 68.1794962033013 412.895726919174 409.273576974869 402.269809246063 0 10.6457135677338 183 364518.87537602 364518.87537602 149187944 149187944 298575.60046566 298575.60046566 122199104 122199104 485.793336519303 3107352.70268033 10023.2284190866 3097329.47426124 5166 33018686 106718 32911968 0 0 0 0 412.455626964569 1718189479.02318 39245
31744 7.75 66.9968723931086 68.1583561262405 420.059499979019 416.437350034714 409.296739578247 0 10.805656671524 186 364121.152887367 364121.152887367 151633648 151633648 298249.827950463 298249.827950463 124202368 124202368 485.377338663531 3069429.84604861 10036.272849877 3059393.57319874 5264 33051586 108226 32943360 0 0 0 0 419.613479614258 1718189486.18695 39884
32256 7.875 67.0588799619204 68.1407918253112 426.384952068329 422.762802124023 415.523754358292 0 10.8816447257996 189 364458.157685308 364458.157685308 154079352 154079352 298525.866906748 298525.866906748 126205632 126205632 486.686656584385 3043206.64096324 10082.5896851872 3033124.05127805 5290 33053082 109722 32943360 0 0 0 0 425.930715560913 1718189492.51241 40523
32768 8 66.9320180439625 68.1192618583784 433.909489870071 430.287339925766 422.856467008591 0 11.1204860210419 192 363768.676129314 363768.676129314 156525056 156525056 297961.11598849 297961.11598849 128208896 128208896 487.649403022942 3080579.26114147 10044.7634453844 3070534.49769608 5472 35082149 111221 34970928 0 0 0 0 433.238734483719 1718189500.03694 41162
33280 8.125 67.0269408634739 68.1029483147835 440.013839960098 436.391690015793 428.84221124649 0 11.1921207904816 195 364284.571950137 364284.571950137 158970760 158970760 298383.683693169 298383.683693169 130212160 130212160 491.781470799145 3140398.49509733 10064.6022959072 3130333.89280142 5498 35083579 112651 34970928 0 0 0 0 439.54568529129 1718189506.14129 41801
33792 8.25 67.0549436973953 68.0868651204844 446.542512893677 442.920362949371 435.249521255493 0 11.337144613266 198 364436.764489988 364436.764489988 161416464 161416464 298508.343846709 298508.343846709 132215424 132215424 491.986550420722 3108161.07233439 10090.9487628319 3098070.12357156 5596 35116485 114165 35002320 0 0 0 0 446.067478656769 1718189512.66997 42440
34304 8.375 67.0856750965691 68.0715775367622 453.047455072403 449.425305128098 441.65554356575 0 11.4111423492432 201 364603.786503066 364603.786503066 163862168 163862168 298645.150748119 298645.150748119 134218688 134218688 493.156920743205 3082693.27579409 10134.2957178502 3072558.98007624 5622 35117981 115661 35002320 0 0 0 0 452.565197944641 1718189519.17491 43079
34816 8.5 67.1270910848531 68.0574094906896 459.473870992661 455.851721048355 447.926276683807 0 11.6205689907074 204 364828.878165755 364828.878165755 166307872 166307872 298829.522211127 298829.522211127 136221952 136221952 495.514463615433 3127457.54951853 10128.7763383174 3117328.77318021 5804 37147055 117167 37029888 0 0 0 0 458.984811067581 1718189525.60133 43718
35328 8.625 67.1668461769064 68.0439112317286 465.903792858124 462.281642913818 454.234707355499 0 11.6905584335327 207 365044.94302721 365044.94302721 168753576 168753576 299006.499866076 299006.499866076 138225216 138225216 499.267915955339 3183481.08698363 10148.6101865793 3173332.47679705 5830 37148526 118638 37029888 0 0 0 0 465.406890153885 1718189532.03125 44357
35840 8.75 67.2358192288302 68.0323576368007 472.122427940369 468.500277996063 460.33203959465 0 11.8328382968903 210 365419.804513838 365419.804513838 171199280 171199280 299313.547048052 299313.547048052 140228480 140228480 499.389827319657 3152176.40931195 10173.0321752767 3142003.37713667 5928 37181433 120153 37061280 0 0 0 0 471.61891579628 1718189538.24988 44996
36352 8.875 67.2189961418724 68.0200020426699 478.934216976166 475.31206703186 467.04673242569 0 11.908994436264 213 365328.372755915 365328.372755915 173644984 173644984 299238.655749226 299238.655749226 142231744 142231744 500.526412861812 3127887.30383762 10215.1131708631 3117672.19066676 5954 37182925 121645 37061280 0 0 0 0 478.423645496368 1718189545.06167 45635
36864 9 67.2479349877569 68.0089736250035 485.421330928802 481.799180984497 473.331798315048 0 12.160151720047 216 365485.652425105 365485.652425105 176090688 176090688 299367.482745142 299367.482745142 144235008 144235008 500.763775856178 3158067.16601791 10169.7893481938 3147897.37666971 6136 39211993 123145 39088848 0 0 0 0 484.903781175613 1718189551.54878 46274
37376 9.125 67.2629555233556 67.9982994830095 492.003901004791 488.381751060486 479.792168617249 0 12.2319893836975 219 365567.287500651 365567.287500651 178536392 178536392 299434.349630088 299434.349630088 146238272 146238272 504.269157280405 3211109.67351378 10183.9768554759 3200925.69665831 6162 39213425 124577 39088848 0 0 0 0 491.47937130928 1718189558.13136 46913
