# Scalar ASCII output created by CarpetIOScalar
# created on air-di-federico.homenet.telecomitalia.it by federicofantoccoli on Jun 12 2024 at 12:32:20+0200
# parameter filename: "TOV_110_HLLE_res2.par"
# Build ID: build-sim-macbook-air-di-federico.local-federicofantoccoli-2024.06.03-11.02.01-7801
# Simulation ID: run-TOV_110_HLLE_res2-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.12-10.32.17-9411
# Run ID: run-TOV_110_HLLE_res2-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.12-10.32.17-9411
#
# HYDROBASE::vel[0] (hydrobase-vel)
# 1:iteration 2:time 3:data
# data columns: 3:vel[0] 4:vel[1] 5:vel[2]
0 0 0 0 0
512 0.5 -0.0045419724485306 -0.0045419724485306 -0.0045419724485306
1024 1 -0.00902250936360895 -0.00902250936360895 -0.00902250936360895
1536 1.5 -0.0135523196472337 -0.0135523196472337 -0.0135523196472337
2048 2 -0.018144068132857 -0.018144068132857 -0.018144068132857
2560 2.5 -0.0227229690443602 -0.0227229690443602 -0.0227229690443602
3072 3 -0.0272722181787836 -0.0272722181787836 -0.0272722181787836
3584 3.5 -0.0318119217913862 -0.0318119217913862 -0.0318119217913862
4096 4 -0.0363303261123224 -0.0363303261123224 -0.0363303261123223
4608 4.5 -0.0403303307534607 -0.0403303307534607 -0.0403303307534607
5120 5 -0.0448829265174886 -0.0448829265174886 -0.0448829265174886
5632 5.5 -0.0494592313861311 -0.0494592313861311 -0.0494592313861311
6144 6 -0.0452810685527329 -0.0452810685527329 -0.0452810685527329
6656 6.5 -0.0498256443547723 -0.0498256443547722 -0.0498256443547723
7168 7 -0.0543788544213672 -0.0543788544213671 -0.0543788544213673
7680 7.5 -0.0589401532896504 -0.0589401532896504 -0.0589401532896506
8192 8 -0.0634979417181213 -0.0634979417181212 -0.0634979417181214
8704 8.5 -0.0680257813055936 -0.0680257813055934 -0.0680257813055934
9216 9 -0.0726242367056399 -0.0726242367056399 -0.0726242367056397
9728 9.5 -0.0772294716366025 -0.0772294716366025 -0.0772294716366026
10240 10 -0.0777768012094654 -0.0777768012094655 -0.077776801209465
10752 10.5 -0.0833643480948448 -0.0833643480948449 -0.0833643480948447
11264 11 -0.0889224359562218 -0.0889224359562219 -0.0889224359562219
