# Scalar ASCII output created by CarpetIOScalar
# created on air-di-federico.homenet.telecomitalia.it by federicofantoccoli on Jun 12 2024 at 12:32:20+0200
# parameter filename: "TOV_110_HLLE_res2.par"
# Build ID: build-sim-macbook-air-di-federico.local-federicofantoccoli-2024.06.03-11.02.01-7801
# Simulation ID: run-TOV_110_HLLE_res2-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.12-10.32.17-9411
# Run ID: run-TOV_110_HLLE_res2-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.12-10.32.17-9411
#
# HYDROBASE::vel[0] (hydrobase-vel)
# 1:iteration 2:time 3:data
# data columns: 3:vel[0] 4:vel[1] 5:vel[2]
106496 104 2.68180252615595e-18 2.80842919274206e-18 2.89665483868952e-18
107008 104.5 2.65975853810925e-18 2.66077120826844e-18 2.87003256183651e-18
107520 105 1.864412922215e-18 2.62584715730156e-18 2.50011062441016e-18
108032 105.5 2.35375446784847e-18 2.1837683267115e-18 2.39385919593854e-18
108544 106 2.56406123212073e-18 2.54423621700093e-18 3.00867204986298e-18
109056 106.5 1.95072489023182e-18 2.14829799341169e-18 2.40977234558173e-18
109568 107 1.5523053318439e-18 2.46535277116978e-18 2.41012388424286e-18
110080 107.5 2.12094857631087e-18 2.15090085003369e-18 3.1480961807457e-18
110592 108 1.52419715238647e-18 2.34748345142042e-18 3.48412876335147e-18
111104 108.5 1.36504854581233e-18 2.07978640810114e-18 2.34053109462504e-18
111616 109 1.62716653785101e-18 2.45297871517654e-18 2.49492602056638e-18
112128 109.5 1.46272503607058e-18 2.67686071800813e-18 1.91721078695231e-18
112640 110 1.51606706707953e-18 2.4823657610205e-18 1.69306870717154e-18
113152 110.5 2.32329942961441e-18 2.41652268544097e-18 2.11660716366377e-18
113664 111 1.90072132554611e-18 1.91910660058426e-18 2.32222960664776e-18
114176 111.5 2.36578568815223e-18 2.00051738493804e-18 2.41333692616664e-18
114688 112 3.00258916702673e-18 2.05623604337846e-18 2.58950573322956e-18
115200 112.5 2.40564483454342e-18 2.07478000766522e-18 2.61491182218834e-18
115712 113 1.8493159250914e-18 1.95819478220664e-18 3.03145582768896e-18
116224 113.5 1.87626787070128e-18 1.91456059583146e-18 3.34682587322925e-18
116736 114 2.30866484622259e-18 2.54712834151912e-18 3.42904184631545e-18
117248 114.5 2.47913672802999e-18 2.12832902140818e-18 2.88549478578429e-18
117760 115 2.68893558177418e-18 1.73229600222891e-18 2.49231730731616e-18
118272 115.5 2.54596854085677e-18 1.95804889962039e-18 1.92996053833931e-18
118784 116 2.6733547333878e-18 1.96523068382976e-18 2.19200505081346e-18
119296 116.5 1.84703296301175e-18 2.23402262265602e-18 1.61105579018525e-18
119808 117 1.26624703648858e-18 1.91996559599519e-18 1.47853830936078e-18
120320 117.5 1.29472823305739e-18 2.24107699007387e-18 1.43210688226272e-18
120832 118 1.866818716489e-18 2.23136771065302e-18 2.13378162607495e-18
121344 118.5 2.17183459379783e-18 2.42195710716403e-18 2.50709188236812e-18
121856 119 1.76404756208638e-18 2.51675224634144e-18 2.55811560035522e-18
122368 119.5 1.53487943979092e-18 3.87202266102462e-18 2.29248787897486e-18
122880 120 1.63852185680441e-18 2.62022355106299e-18 2.2303537318857e-18
123392 120.5 2.37747414575185e-18 2.00989752930655e-18 2.15638926398287e-18
123904 121 3.43168412065479e-18 1.80471980371502e-18 2.08476897613481e-18
124416 121.5 3.46006110825446e-18 1.97864125096889e-18 1.67070327336263e-18
124928 122 1.54005373275966e-18 1.47956863312302e-18 2.05655761685808e-18
125440 122.5 1.29500014965037e-18 1.79966419521782e-18 1.69225049821605e-18
125952 123 1.35567083563026e-18 2.44757447570443e-18 2.39115252839197e-18
126464 123.5 2.17180256786041e-18 3.01163291540366e-18 1.88867047438596e-18
126976 124 2.35465219772238e-18 2.69941304232448e-18 1.99419602027041e-18
127488 124.5 1.32314144347727e-18 2.85369724693858e-18 1.75865965473184e-18
128000 125 1.33782688380924e-18 2.38462178921083e-18 1.74373477332045e-18
128512 125.5 1.3121246178558e-18 2.24280834136065e-18 1.65375830428392e-18
129024 126 1.92006465756186e-18 2.02174871307222e-18 1.28577498734564e-18
129536 126.5 3.28601918146597e-18 2.21520574150876e-18 1.52829298805438e-18
130048 127 2.87084461168476e-18 2.38384429231946e-18 1.25665882630066e-18
130560 127.5 1.75711966936438e-18 2.01253087917104e-18 1.23766808332745e-18
131072 128 1.56127826293944e-18 2.04476362506762e-18 1.3854584019717e-18
131584 128.5 1.33874267020003e-18 2.03237471007951e-18 1.55081854274659e-18
132096 129 1.48808020739344e-18 2.28507968011803e-18 1.3452877774769e-18
132608 129.5 1.08807414423158e-18 2.52360074244123e-18 1.45701134136522e-18
133120 130 2.31343048985222e-18 1.95287166193719e-18 1.36256086811765e-18
133632 130.5 3.87058130021892e-18 2.22405843572924e-18 2.86296144764062e-18
134144 131 3.61958857129586e-18 2.57611631136176e-18 2.35882846502151e-18
134656 131.5 2.14329617635691e-18 2.45309725831731e-18 1.73644174991663e-18
135168 132 2.08083142041757e-18 2.6199715796073e-18 1.47292515882051e-18
135680 132.5 2.2428697690459e-18 2.05784670156014e-18 1.2539616899117e-18
136192 133 1.45325698952384e-18 1.5930948889364e-18 1.56828652356403e-18
136704 133.5 1.36673181994489e-18 1.94223037609904e-18 1.96822179136751e-18
137216 134 1.20787353720819e-18 1.78346121043239e-18 1.60961648612777e-18
137728 134.5 1.04598259980036e-18 2.3951428521702e-18 1.90360551297191e-18
138240 135 1.26635440239366e-18 1.52266451513981e-18 1.12359282699867e-18
138752 135.5 1.59870826232303e-18 1.9139635199356e-18 1.30863001515246e-18
139264 136 1.57021093448885e-18 2.52361814758572e-18 1.04860507131726e-18
139776 136.5 1.13137558398381e-18 2.57553496792418e-18 8.12562316441388e-19
140288 137 1.60601101382221e-18 1.97834615957531e-18 1.28717462744987e-18
140800 137.5 1.77852388695372e-18 2.22606031863548e-18 3.12796379080101e-18
141312 138 1.65392346169211e-18 2.4816679611884e-18 2.68069538664546e-18
141824 138.5 2.43421626569088e-18 2.00022571104312e-18 3.58632606910012e-18
142336 139 2.32650717399834e-18 1.94776903473533e-18 3.22851301664258e-18
142848 139.5 2.46395765728164e-18 1.81450132657239e-18 2.4084406167523e-18
143360 140 2.00680453062748e-18 2.73043900692454e-18 2.1604689766119e-18
143872 140.5 1.63908854593912e-18 2.87033076567942e-18 2.43234997798816e-18
144384 141 1.43295427717394e-18 2.2149366539367e-18 1.97543189131954e-18
144896 141.5 1.51771636810551e-18 1.50634525500378e-18 2.11101260230237e-18
145408 142 1.77072212602782e-18 1.80991979022728e-18 1.89881943930359e-18
145920 142.5 1.93638208927738e-18 1.94525197814494e-18 1.8033704669472e-18
146432 143 1.55794140063464e-18 1.18856695978353e-18 2.12679286321083e-18
146944 143.5 1.60795758934057e-18 2.18127618001414e-18 2.24747029883274e-18
147456 144 1.48830657458617e-18 2.0553378529084e-18 2.16181412539989e-18
147968 144.5 1.3436710107558e-18 2.83289730701129e-18 2.21469089073283e-18
148480 145 2.26100361410105e-18 2.27781332643593e-18 2.0446428566948e-18
148992 145.5 2.12263402242682e-18 2.1192961289295e-18 2.1198961438631e-18
149504 146 1.38267613191983e-18 1.98045222613219e-18 2.26863016172987e-18
150016 146.5 0.00017604905544214 0.000176049055442058 0.000176049055442183
150528 147 0.000501671980781684 0.000501671980782148 0.000501671980782083
151040 147.5 0.000832777715608512 0.000832777715608706 0.00083277771560888
151552 148 0.00119359350977124 0.00119359350977152 0.00119359350977158
152064 148.5 0.00158055008136078 0.00158055008136106 0.00158055008136087
152576 149 0.00201031996931161 0.00201031996931186 0.00201031996931162
153088 149.5 0.00250409016919778 0.00250409016919804 0.00250409016919727
153600 150 0.00299519134789416 0.0029951913478946 0.00299519134789363
154112 150.5 0.00348206299916335 0.00348206299916406 0.00348206299916326
154624 151 0.00396620604959893 0.00396620604959963 0.00396620604959907
155136 151.5 0.00445013959055689 0.00445013959055701 0.00445013959055662
155648 152 0.0049330560285917 0.00493305602859151 0.00493305602859111
156160 152.5 0.0054140730031172 0.00541407300311697 0.00541407300311669
156672 153 0.00589255688935232 0.00589255688935239 0.00589255688935228
157184 153.5 0.00636793948836592 0.00636793948836622 0.00636793948836576
157696 154 0.00683969886340209 0.00683969886340215 0.00683969886340136
158208 154.5 0.0073079213012344 0.00730792130123397 0.00730792130123332
158720 155 0.00777155983923389 0.00777155983923371 0.00777155983923334
159232 155.5 0.0082949333080498 0.00829493330804977 0.00829493330805052
159744 156 0.00884129541792274 0.00884129541792311 0.00884129541792364
160256 156.5 0.0093838316951148 0.00938383169511478 0.00938383169511548
160768 157 0.00992317370233037 0.00992317370232952 0.00992317370233031
161280 157.5 0.0104612408785343 0.0104612408785337 0.0104612408785344
161792 158 0.0109996647953195 0.0109996647953193 0.0109996647953198
162304 158.5 0.0115406320026072 0.0115406320026068 0.011540632002607
162816 159 0.0120833816124239 0.0120833816124232 0.0120833816124234
163328 159.5 0.0126131841242088 0.0126131841242083 0.0126131841242089
163840 160 0.0131210081766701 0.0131210081766696 0.0131210081766705
164352 160.5 0.0135979745773135 0.0135979745773131 0.0135979745773136
164864 161 0.0140481921355241 0.0140481921355233 0.0140481921355237
165376 161.5 0.014476048311093 0.0144760483110923 0.0144760483110928
165888 162 0.0148936003205331 0.0148936003205328 0.0148936003205333
166400 162.5 0.015311461544214 0.0153114615442135 0.0153114615442142
166912 163 0.0157220483672511 0.0157220483672506 0.0157220483672511
167424 163.5 0.0161303990786431 0.0161303990786423 0.0161303990786429
167936 164 0.0165395664388187 0.0165395664388182 0.0165395664388185
168448 164.5 0.0169590887826557 0.016959088782655 0.0169590887826557
168960 165 0.0173932173549604 0.0173932173549594 0.0173932173549602
169472 165.5 0.0178386990972618 0.0178386990972611 0.0178386990972615
169984 166 0.0182846230501702 0.0182846230501699 0.0182846230501701
170496 166.5 0.0187308289067846 0.018730828906784 0.0187308289067843
171008 167 0.019184256352853 0.0191842563528522 0.0191842563528523
171520 167.5 0.0196416484971656 0.0196416484971648 0.0196416484971647
172032 168 0.0200855769814777 0.0200855769814769 0.0200855769814771
172544 168.5 0.0205077672479071 0.0205077672479064 0.020507767247907
173056 169 0.0209267912268089 0.0209267912268086 0.0209267912268089
173568 169.5 0.0213448111092618 0.0213448111092614 0.0213448111092612
174080 170 0.0217568405468604 0.0217568405468595 0.0217568405468594
174592 170.5 0.0221564506305018 0.0221564506305018 0.0221564506305013
175104 171 0.0225420752014253 0.0225420752014257 0.0225420752014253
175616 171.5 0.0229131953742376 0.0229131953742375 0.0229131953742374
176128 172 0.0232574955383068 0.0232574955383064 0.0232574955383065
176640 172.5 0.0235883388712477 0.023588338871247 0.0235883388712473
177152 173 0.0238999298981621 0.0238999298981623 0.0238999298981614
177664 173.5 0.0241910210299162 0.0241910210299162 0.0241910210299154
178176 174 0.0244647367203603 0.0244647367203597 0.0244647367203597
178688 174.5 0.0247221489457537 0.0247221489457532 0.024722148945753
179200 175 0.0249652160885087 0.0249652160885089 0.024965216088508
179712 175.5 0.0251690777509794 0.0251690777509795 0.0251690777509787
180224 176 0.0253538297157852 0.0253538297157847 0.0253538297157843
180736 176.5 0.0255214307530709 0.0255214307530704 0.0255214307530699
181248 177 0.0256888029499358 0.0256888029499361 0.0256888029499349
181760 177.5 0.0258571333039018 0.0258571333039023 0.0258571333039014
182272 178 0.0260214246706825 0.0260214246706825 0.0260214246706816
182784 178.5 0.026173847174905 0.0261738471749052 0.0261738471749045
183296 179 0.0264198008331911 0.0264198008331916 0.0264198008331911
183808 179.5 0.0266254262468364 0.0266254262468369 0.0266254262468363
184320 180 0.0268025028510347 0.0268025028510349 0.0268025028510341
184832 180.5 0.027322149392924 0.0273221493929236 0.0273221493929232
185344 181 0.0279366552342319 0.0279366552342299 0.0279366552342313
185856 181.5 0.0285120319432503 0.0285120319432484 0.028512031943249
186368 182 0.0290497678248028 0.0290497678248024 0.029049767824801
186880 182.5 0.029542355459072 0.029542355459072 0.0295423554590713
187392 183 0.0300025292076988 0.030002529207698 0.0300025292076996
187904 183.5 0.0304280344588619 0.0304280344588611 0.0304280344588622
188416 184 0.0308210154576656 0.0308210154576651 0.0308210154576639
188928 184.5 0.0311832808345323 0.0311832808345313 0.0311832808345299
189440 185 0.0315172112178139 0.0315172112178121 0.0315172112178125
189952 185.5 0.031824534078867 0.0318245340788657 0.0318245340788668
190464 186 0.0321052610714959 0.0321052610714961 0.0321052610714958
190976 186.5 0.032358073246063 0.0323580732460634 0.032358073246062
191488 187 0.0325816558490885 0.0325816558490868 0.032581655849086
192000 187.5 0.0327751752393831 0.0327751752393802 0.0327751752393813
192512 188 0.032938418776284 0.0329384187762829 0.0329384187762846
193024 188.5 0.0330718143117659 0.0330718143117668 0.0330718143117669
193536 189 0.0332246874967358 0.0332246874967355 0.0332246874967357
194048 189.5 0.0333514532870111 0.0333514532870115 0.0333514532870112
194560 190 0.0334481143369431 0.0334481143369434 0.0334481143369429
