# Scalar ASCII output created by CarpetIOScalar
# created on air-di-federico.homenet.telecomitalia.it by federicofantoccoli on Jun 03 2024 at 19:36:20+0200
# parameter filename: "TOV_100_pressure.par"
# Build ID: build-sim-macbook-air-di-federico.local-federicofantoccoli-2024.06.03-11.02.01-7801
# Simulation ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.36.18-10547
# Run ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.36.18-10547
#
# CARPET::physical_time_per_hour (carpet-timing)
# 1:iteration 2:time 3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels 32:current_walltime 33:syncs_count
8704 8.5 2688.46773992524 2894.67443127766 13.958181142807 11.3819479942322 10.7480094432831 0 3.21243166923523 51 357458.67070046 357458.67070046 4068576 4068576 175503.17406232 175503.17406232 1997568 1997568 470.37982430159 691874.20732959 12553.5341321389 679320.673197451 1514 2221236 40500 2180736 0 0 0 0 13.8584036827087 1717436192.31315 11129
9216 9 2679.23614726427 2882.16218918904 14.6692321300507 12.0929989814758 11.4194569587708 0 3.27771258354187 54 356231.238140257 356231.238140257 4307904 4307904 174900.535693411 174900.535693411 2115072 2115072 483.725770906446 685480.650996127 12843.3500165987 672637.300979528 1612 2236489 41929 2194560 0 0 0 0 14.5625925064087 1717436193.0242 11768
9728 9.5 2647.54756719791 2868.0670316701 15.4938480854034 12.9176149368286 12.2083699703217 0 3.2886278629303 57 352017.924534634 352017.924534634 4547232 4547232 172831.90518668 172831.90518668 2232576 2232576 497.340095646726 681084.737630126 13127.1609456228 667957.576684503 1638 2237890 43330 2194560 0 0 0 0 15.3792359828949 1717436193.84882 12407
10240 10 2604.68068857505 2851.80407845572 16.3975050449371 13.8212718963623 13.0142824649811 0 3.44270515441895 60 346318.344352939 346318.344352939 4786560 4786560 170033.555350179 170033.555350179 2350080 2350080 513.711397617409 695542.177432076 13172.6479552459 682369.52947683 1820 2664414 44766 2619648 0 0 0 0 16.2767553329468 1717436194.75248 13046
10752 10.5 2611.39338932164 2840.67968371658 17.0512640476227 14.4750308990479 13.6006617546082 0 3.45254015922546 63 347210.865044205 347210.865044205 5025888 5025888 170471.760454917 170471.760454917 2467584 2467584 533.819850444366 772518.179042657 13332.4550595511 759185.723983106 1846 2665862 46214 2619648 0 0 0 0 16.9251289367676 1717436195.40624 13685
11264 11 2618.69206787379 2831.04475793012 17.6982860565186 15.1220529079437 14.2088823318481 0 3.51885437965393 66 348181.297344499 348181.297344499 5265216 5265216 170948.218190801 170948.218190801 2585088 2585088 545.651965273764 765840.874504257 13611.4946127325 752229.379891525 1944 2681166 47694 2633472 0 0 0 0 17.5665407180786 1717436196.05326 14324
11776 11.5 2625.52748333623 2822.41001628208 18.3444931507111 15.7682600021362 14.817777633667 0 3.52891945838928 69 349090.134184385 349090.134184385 5504544 5504544 171394.434112189 171394.434112189 2702592 2702592 557.459196949294 760596.080697847 13875.2331350543 746720.847562793 1970 2682614 49142 2633472 0 0 0 0 18.2068085670471 1717436196.69947 14963
12288 12 2621.07198056176 2813.83342036768 19.058039188385 16.4818060398102 15.4600479602814 0 3.65832805633545 72 348497.730535491 348497.730535491 5743872 5743872 171103.578891071 171103.578891071 2820096 2820096 575.321024640468 777641.417840446 14015.3204393937 763626.097401052 2152 3109187 50627 3058560 0 0 0 0 18.9140276908875 1717436197.41301 15602
12800 12.5 2601.27018453415 2804.04986471848 19.8754742145538 17.299241065979 16.2091920375824 0 3.66847896575928 75 345864.883735661 345864.883735661 5983200 5983200 169810.91764639 169810.91764639 2937600 2937600 592.971270366279 848387.78082526 14147.5744354317 834240.206389828 2178 3110635 52075 3058560 0 0 0 0 19.7243099212646 1717436198.23045 16241
13312 13 2599.37716149156 2796.09080616496 20.5805461406708 18.0043129920959 16.8708002567291 0 3.73756504058838 78 345613.187391918 345613.187391918 6222528 6222528 169687.341102169 169687.341102169 3055104 3055104 602.736702176544 840245.423141503 14381.847616827 825863.575524676 2276 3125938 53554 3072384 0 0 0 0 20.4224472045898 1717436198.93552 16880
13824 13.5 2608.70181237837 2789.62649134456 21.2061891555786 18.6299560070038 17.4608438014984 0 3.7472095489502 81 346852.992973828 346852.992973828 6461856 6461856 170296.05431206 170296.05431206 3172608 3172608 613.561576503632 834950.239393341 14629.6255271382 820320.613866203 2302 3127381 54997 3072384 0 0 0 0 21.0426371097565 1717436199.56116 17519
14336 14 2606.10560224457 2782.9779627245 21.9154341220856 19.3392009735107 18.0993876457214 0 3.87499904632568 84 346507.800874438 346507.800874438 6701184 6701184 170126.573714526 170126.573714526 3290112 3290112 629.447260372097 849756.684066804 14747.9859977024 835008.698069102 2484 3553952 56480 3497472 0 0 0 0 21.7459752559662 1717436200.27041 18158
14848 14.5 2613.04237885595 2777.38221900652 22.5529470443726 19.9767138957977 18.6700358390808 0 3.88482213020325 87 347430.114692687 347430.114692687 6940512 6940512 170579.406491716 170579.406491716 3407616 3407616 645.392044140682 915599.61380391 14865.1351906625 900734.478613248 2510 3555401 57929 3497472 0 0 0 0 22.3784313201904 1717436200.90792 18797
15360 15 2615.85082900474 2772.13807538719 23.219612121582 20.6433789730072 19.3009607791901 0 3.94645762443542 90 347803.526224471 347803.526224471 7179840 7179840 170762.74211743 170762.74211743 3525120 3525120 655.327503169108 908952.006387436 15109.7902891911 893842.216098245 2608 3570705 59409 3511296 0 0 0 0 23.0391464233398 1717436201.57458 19436
15872 15.5 2621.94659250359 2767.4830994755 23.8581311702728 21.281898021698 19.9039919376373 0 3.95602226257324 93 348614.018939278 348614.018939278 7419168 7419168 171160.673558634 171160.673558634 3642624 3642624 665.125794836279 903342.495003456 15337.3456097494 888005.149393706 2634 3572149 60853 3511296 0 0 0 0 23.6721932888031 1717436202.2131 20075
16384 16 2614.8915636022 2762.44773237529 24.6039152145386 22.0276820659637 20.5827620029449 0 4.08066964149475 96 347675.982296548 347675.982296548 7658496 7658496 170700.121271951 170700.121271951 3760128 3760128 679.904459277364 917018.776943993 15450.5428494672 901568.234094526 2816 3998712 62328 3936384 0 0 0 0 24.3881280422211 1717436202.95889 20714
16896 16.5 2622.48507575504 2758.45326019205 25.2265050411224 22.6502718925476 21.1390557289124 0 4.08930635452271 99 348685.61567239 348685.61567239 7897824 7897824 171195.825745289 171195.825745289 3877632 3877632 694.320536654067 978592.930327307 15551.2631826694 963041.667144637 2842 4000157 63773 3936384 0 0 0 0 25.0294742584229 1717436203.58148 21353
17408 17 2628.93385757825 2754.88791735339 25.8556320667267 23.2793989181519 21.7319684028625 0 4.15118432044983 102 349543.045703605 349543.045703605 8137152 8137152 171616.802222708 171616.802222708 3995136 3995136 703.258130727984 971617.068363316 15775.7773918546 955841.290971461 2940 4015459 65251 3950208 0 0 0 0 25.6530890464783 1717436204.2106 21992
17920 17.5 2632.09415835525 2751.45168545471 26.511547088623 23.9353139400482 22.3526735305786 0 4.16108870506287 105 349963.239294915 349963.239294915 8376480 8376480 171823.106657431 171823.106657431 4112640 4112640 712.212083070104 965813.685831005 15987.2617121027 949826.424118902 2966 4016906 66698 3950208 0 0 0 0 26.3023285865784 1717436204.86652 22631
18432 18 2631.84360058486 2748.12696789187 27.1977570056915 24.6215238571167 22.9713072776794 0 4.28472018241882 108 349929.925133763 349929.925133763 8615808 8615808 171806.75024618 171806.75024618 4230144 4230144 725.431555397229 977706.885429724 16082.7655300117 961624.119899712 3148 4443469 68173 4375296 0 0 0 0 26.9827663898468 1717436205.55273 23270
18944 18.5 2636.81339412772 2745.21131039104 27.8339931964874 25.2577600479126 23.5413818359375 0 4.2944803237915 111 350590.708883222 350590.708883222 8855136 8855136 172131.178368658 172131.178368658 4347648 4347648 738.478220770932 1035431.49534753 16169.4116168737 1019262.08373065 3174 4444914 69618 4375296 0 0 0 0 27.613578081131 1717436206.18897 23909
19456 19 2615.03366929848 2740.93654973771 28.732684135437 26.1564509868622 24.3997392654419 0 4.36267948150635 114 347694.876669926 347694.876669926 9094464 9094464 170709.397931805 170709.397931805 4465152 4465152 745.913021506697 1027334.0957613 16363.4669093032 1010970.628852 3272 4460222 71102 4389120 0 0 0 0 28.5039525032043 1717436207.08766 24548
19968 19.5 2613.71562329569 2737.5524460282 29.4345490932465 26.8583159446716 25.061069726944 0 4.37544345855713 117 347519.629273395 347519.629273395 9333792 9333792 170623.355888743 170623.355888743 4582656 4582656 753.176069694111 1020117.76581717 16541.5208214787 1003576.24499569 3298 4461671 72551 4389120 0 0 0 0 29.1996474266052 1717436207.78952 25187
20480 20 2613.61037653988 2734.45116304232 30.1243331432343 27.5480999946594 25.6709516048431 0 4.5105619430542 120 347505.635664742 347505.635664742 9573120 9573120 170616.485380523 170616.485380523 4700160 4700160 763.015692840817 1027759.68340982 16580.2097492585 1011179.47366056 3480 4888246 74038 4814208 0 0 0 0 29.8839225769043 1717436208.47931 25826
20992 20.5 2620.20798299946 2731.84611805371 30.7419362068176 28.1657030582428 26.224684715271 0 4.51918745040894 123 348382.853419608 348382.853419608 9812448 9812448 171047.177130205 171047.177130205 4817664 4817664 775.250172932252 1082403.31740439 16665.0008618903 1065738.3165425 3506 4889696 75488 4814208 0 0 0 0 30.4964945316315 1717436209.09691 26465
21504 21 2623.54666719774 2729.38084884865 31.3921871185303 28.8159539699554 26.8306534290314 0 4.58862257003784 126 348826.764870611 348826.764870611 10051776 10051776 171265.126434668 171265.126434668 4935168 4935168 781.316163071354 1073359.38596079 16830.5235093931 1056528.8624514 3604 4905006 76974 4828032 0 0 0 0 31.1407618522644 1717436209.74716 27104
22016 21.5 2612.41175894556 2726.18932647279 32.2040281295776 29.6277949810028 27.6074941158295 0 4.59874224662781 129 347346.267469402 347346.267469402 10291104 10291104 170538.239623966 170538.239623966 5052672 5052672 788.855252491265 1067380.33164238 17016.7347323116 1050363.59691007 3630 4906459 78427 4828032 0 0 0 0 31.9453248977661 1717436210.559 27743
22528 22 2608.52063870251 2723.39228944588 32.9382700920105 30.3620369434357 28.2645583152771 0 4.73173356056213 132 346828.904121886 346828.904121886 10530432 10530432 170284.2272945 170284.2272945 5170176 5170176 798.08087836495 1074477.25488753 17056.4647133026 1057420.79017422 3812 5333038 79918 5253120 0 0 0 0 32.6732378005981 1717436211.29324 28382
23040 22.5 2601.21487195308 2720.38641464158 33.7155292034149 31.1392960548401 28.9757642745972 0 4.74200677871704 135 345857.529374882 345857.529374882 10769760 10769760 169807.306841097 169807.306841097 5287680 5287680 808.900875376603 1125431.13004774 17123.0010810354 1108308.1289667 3838 5334488 81368 5253120 0 0 0 0 33.4437570571899 1717436212.0705 29021
23552 23 2600.74910522586 2717.76582380766 34.4132142066956 31.8369810581207 29.6368038654327 0 4.80296778678894 138 345795.60103083 345795.60103083 11009088 11009088 169776.901589144 169776.901589144 5405184 5405184 815.675312973623 1118194.75681562 17304.4177728976 1100890.33904272 3936 5349796 82852 5266944 0 0 0 0 34.1351935863495 1717436212.76819 29660
24064 23.5 2596.03440107678 2714.97754302195 35.1643991470337 32.5881659984589 30.35378074646 0 4.8126814365387 141 345168.733967169 345168.733967169 11248416 11248416 169469.125702293 169469.125702293 5522688 5522688 822.76324381247 1112338.48840761 17480.4968920359 1094857.99151557 3962 5351244 84300 5266944 0 0 0 0 34.8797597885132 1717436213.51937 30299
24576 24 2595.92670132608 2712.49922539047 35.8591451644897 33.2829120159149 30.9784121513367 0 4.9387993812561 144 345154.414208315 345154.414208315 11487744 11487744 169462.095062566 169462.095062566 5640192 5640192 832.252038587918 1120032.58225109 17535.8905658943 1102496.6916852 4144 5777821 85789 5692032 0 0 0 0 35.5685017108917 1717436214.21412 30938
25088 24.5 2599.39434718654 2710.29040484997 36.5072140693665 33.9309809207916 31.5605292320251 0 4.94895792007446 147 345615.472401922 345615.472401922 11727072 11727072 169688.462984337 169688.462984337 5757696 5757696 842.180194814897 1168270.30426019 17594.2076080953 1150676.09665209 4170 5779272 87240 5692032 0 0 0 0 36.2108747959137 1717436214.86219 31577
25600 25 2600.3861003462 2708.11849200924 37.18647813797 34.6102449893951 32.2026278972626 0 5.01085996627808 150 345747.335902031 345747.335902031 11966400 11966400 169753.2046306 169753.2046306 5875200 5875200 848.340097675143 1160899.04803776 17763.5754936798 1143135.47254408 4268 5794586 88730 5705856 0 0 0 0 36.8839511871338 1717436215.54145 32216
26112 25.5 2606.54805344252 2706.30583408387 37.7952270507812 35.2189939022064 32.776780128479 0 5.02041864395142 153 346566.629185717 346566.629185717 12205728 12205728 170155.456928727 170155.456928727 5992704 5992704 854.846143920545 1154904.31397073 17927.8572420819 1136976.45672865 4294 5796035 90179 5705856 0 0 0 0 37.4872908592224 1717436216.1502 32855
26624 26 2610.6536389225 2704.60178384497 38.4293231964111 35.8530900478363 33.3442890644073 0 5.13564944267273 156 347112.507831136 347112.507831136 12445056 12445056 170423.469548861 170423.469548861 6110208 6110208 864.104327706552 1162503.11139418 17986.8999156468 1144516.21147853 4476 6222609 91665 6130944 0 0 0 0 38.1160681247711 1717436216.7843 33494
27136 26.5 2617.42433537551 2703.10586403788 39.0242781639099 36.4480450153351 33.8819589614868 0 5.14432525634766 159 348012.739631527 348012.739631527 12684384 12684384 170865.460613313 170865.460613313 6227712 6227712 874.702604591429 1210319.26549159 18066.556419956 1192252.70907163 4502 6224057 93113 6130944 0 0 0 0 38.7061696052551 1717436217.37925 34133
27648 27 2622.94205259262 2701.7545830574 39.633857011795 37.0576238632202 34.4561879634857 0 5.20665192604065 162 348746.375312714 348746.375312714 12923712 12923712 171225.657193246 171225.657193246 6345216 6345216 880.705189430558 1203345.93460246 18231.9493809332 1185113.98522152 4600 6239367 94599 6144768 0 0 0 0 39.3103070259094 1717436217.98883 34772
28160 27.5 2627.57710111976 2700.4867958363 40.2535290718079 37.677295923233 35.0390813350677 0 5.21633076667786 165 349362.651364883 349362.651364883 13163040 13163040 171528.233161098 171528.233161098 6462720 6462720 886.383416489952 1196791.93561184 18379.8946386442 1178412.0409732 4626 6240816 96048 6144768 0 0 0 0 39.924489736557 1717436218.6085 35411
28672 28 2628.71257587118 2699.22433850645 40.922000169754 38.3457670211792 35.6407198905945 0 5.33900666236877 168 349513.624087832 349513.624087832 13402368 13402368 171602.35695287 171602.35695287 6580224 6580224 894.858774803008 1203523.3246533 18428.8647554014 1185094.4598979 4808 6667384 97528 6569856 0 0 0 0 40.5875113010406 1717436219.27697 36050
29184 28.5 2633.65890347858 2698.13611330627 41.5334420204163 38.9572088718414 36.1877691745758 0 5.34753489494324 171 350171.287806512 350171.287806512 13641696 13641696 171925.253219082 171925.253219082 6697728 6697728 903.534529569705 1247480.94249519 18476.4393273437 1229004.50316785 4834 6668834 98978 6569856 0 0 0 0 41.1939046382904 1717436219.88841 36689
29696 29 2628.52731468984 2696.83532786715 42.2942910194397 39.7180578708649 36.9087703227997 0 5.41360306739807 174 349488.991761161 349488.991761161 13881024 13881024 171590.263102953 171590.263102953 6815232 6815232 908.361563451438 1239491.8478662 18618.2554386166 1220873.59242758 4932 6684149 100469 6583680 0 0 0 0 41.9469547271729 1717436220.64926 37328
30208 29.5 2626.97146626581 2695.60239356891 43.003014087677 40.4267809391022 37.5813496112823 0 5.42444014549255 177 349282.126154702 349282.126154702 14120352 14120352 171488.697317832 171488.697317832 6932736 6932736 913.741531142177 1233088.66292031 18760.4748399403 1214328.18808037 4958 6685602 101922 6583680 0 0 0 0 42.6485493183136 1717436221.35799 37967
30720 30 2625.81438186405 2694.39823126187 43.7063300609589 41.130096912384 38.2120428085327 0 5.54977345466614 180 349128.280212644 349128.280212644 14359680 14359680 171413.162848085 171413.162848085 7050240 7050240 920.592565990522 1237820.24629252 18785.3301544116 1219034.91613811 5140 7112179 103411 7008768 0 0 0 0 43.3468270301819 1717436222.0613 38606
31232 30.5 2620.20101241744 2693.04947698811 44.4814150333405 41.9051818847656 38.9249215126038 0 5.55882740020752 183 348381.926611023 348381.926611023 14599008 14599008 171046.722090611 171046.722090611 7167744 7167744 929.003152930089 1280200.17902529 18834.9000335241 1261365.27899177 5166 7113633 104865 7008768 0 0 0 0 44.1151180267334 1717436222.83639 39245
31744 31 2618.58224628276 2691.781873298 45.1947150230408 42.6184818744659 39.5996835231781 0 5.62278938293457 186 348166.695465755 348166.695465755 14838336 14838336 170941.049037338 170941.049037338 7285248 7285248 933.685538701296 1272576.74959913 18973.0835300222 1253603.66606911 5264 7128948 106356 7022592 0 0 0 0 44.8226251602173 1717436223.54969 39884
32256 31.5 2623.73180312252 2690.79341771022 45.7971141338348 43.22088098526 40.1664705276489 0 5.63261246681213 189 348851.38054317 348851.38054317 15077664 15077664 171277.212107838 171277.212107838 7402752 7402752 938.791436593983 1266317.76022312 19108.2951657245 1247209.4650574 5290 7130391 107799 7022592 0 0 0 0 45.4199137687683 1717436224.15209 40523
32768 32 2620.88383002318 2689.66218241813 46.5308711528778 43.954638004303 40.8315782546997 0 5.75801420211792 192 348472.714039882 348472.714039882 15316992 15316992 171091.296423913 171091.296423913 7520256 7520256 945.731355853465 1271337.53773494 19140.0936833535 1252197.44405159 5472 7556965 109285 7447680 0 0 0 0 46.1233756542206 1717436224.88584 41162
33280 32.5 2624.9049305961 2688.71867878925 47.1492760181427 44.5730428695679 41.3838777542114 0 5.76733899116516 195 349007.359572057 349007.359572057 15556320 15556320 171353.793869313 171353.793869313 7637760 7637760 952.92636319174 1310959.73842512 19170.4015820472 1291789.33684308 5498 7558414 110734 7447680 0 0 0 0 46.7610609531403 1717436225.50425 41801
33792 33 2628.19083336092 2687.85343922655 47.778430223465 45.2021970748901 41.9771616458893 0 5.82842564582825 198 349444.253203668 349444.253203668 15795648 15795648 171568.297601801 171568.297601801 7755264 7755264 957.721561362674 1304005.13247075 19309.5697091157 1284695.56276164 5596 7573725 112221 7461504 0 0 0 0 47.3846726417542 1717436226.1334 42440
34304 33.5 2631.88774597144 2687.06726713111 48.3988561630249 45.8226230144501 42.5625519752502 0 5.83826231956482 201 349935.794704363 349935.794704363 16034976 16034976 171809.632057016 171809.632057016 7872768 7872768 962.59547467866 1297905.27640203 19441.4129814683 1278463.86342056 5622 7575177 113673 7461504 0 0 0 0 47.9996240139008 1717436226.75383 43079
34816 34 2621.78373426859 2685.87291445425 49.2620060443878 46.685772895813 43.3582997322083 0 5.96446752548218 204 348592.365308352 348592.365308352 16274304 16274304 171150.042173054 171150.042173054 7990272 7990272 969.221654572366 1302658.29520249 19472.5133536594 1283185.78184883 5804 8001751 115159 7886592 0 0 0 0 48.8556780815125 1717436227.61698 43718
35328 34.5 2623.67379312127 2684.98066558697 49.9144351482391 47.3382019996643 43.9418227672577 0 5.97459030151367 207 348843.667533404 348843.667533404 16513632 16513632 171273.425214956 171273.425214956 8107776 8107776 975.452553819112 1339949.0021291 19489.6290893855 1320459.37303972 5830 8003202 116610 7886592 0 0 0 0 49.5026986598969 1717436228.26941 44357
35840 35 2620.5446992227 2684.00490871517 50.657840013504 48.0816068649292 44.6457741260529 0 6.03993773460388 210 348427.62320865 348427.62320865 16752960 16752960 171069.157965258 171069.157965258 8225280 8225280 979.363851000015 1332267.00271505 19610.7298567854 1312656.27285827 5928 8018518 118102 7900416 0 0 0 0 50.2387223243713 1717436229.01281 44996
36352 35.5 2616.83058754962 2682.96504649747 51.4139380455017 48.8377048969269 45.3662452697754 0 6.04960060119629 213 347933.794920597 347933.794920597 16992288 16992288 170826.700755239 170826.700755239 8342784 8342784 983.846273389014 1326085.7152316 19733.6413117756 1306352.07391982 5954 8019966 119550 7900416 0 0 0 0 50.9873676300049 1717436229.76891 45635
36864 36 2612.9418401391 2681.91878124742 52.1755001544952 49.5992670059204 46.0457146167755 0 6.19873070716858 216 347416.747064894 347416.747064894 17231616 17231616 170572.84332428 170572.84332428 8460288 8460288 987.636510730534 1327176.12222145 19713.7402697701 1307462.38195168 6136 8446546 121042 8325504 0 0 0 0 51.7415084838867 1717436230.53047 46274
37376 36.5 2612.63177492408 2680.93213726217 52.8703470230103 50.2941138744354 46.6637740135193 0 6.20858526229858 219 347375.520793906 347375.520793906 17470944 17470944 170552.602267044 170552.602267044 8577792 8577792 992.173940527778 1361103.13808954 19702.0158810682 1341401.12220847 6162 8447994 122490 8325504 0 0 0 0 52.4306590557098 1717436231.22532 46913
