# Scalar ASCII output created by CarpetIOScalar
# created on air-di-federico.homenet.telecomitalia.it by federicofantoccoli on Jun 03 2024 at 19:36:20+0200
# parameter filename: "TOV_100_pressure.par"
# Build ID: build-sim-macbook-air-di-federico.local-federicofantoccoli-2024.06.03-11.02.01-7801
# Simulation ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.36.18-10547
# Run ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.36.18-10547
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
175104 171 3.15450251799058e-07 3.15450251791091e-07 3.15450251798999e-07
175616 171.5 3.15050862093441e-07 3.15050862084463e-07 3.15050862094139e-07
176128 172 3.15080026253151e-07 3.15080026242291e-07 3.15080026251725e-07
176640 172.5 3.18368230555384e-07 3.18368230537933e-07 3.18368230550018e-07
177152 173 3.17717788603913e-07 3.17717788606289e-07 3.17717788602429e-07
177664 173.5 3.1586997002061e-07 3.15869970029527e-07 3.15869970018473e-07
178176 174 3.15245416848232e-07 3.15245416828874e-07 3.15245416846531e-07
178688 174.5 3.16116261887399e-07 3.16116261886932e-07 3.16116261913383e-07
179200 175 3.18575220291917e-07 3.18575220285542e-07 3.18575220294031e-07
179712 175.5 3.19799252510568e-07 3.19799252514235e-07 3.1979925250419e-07
180224 176 3.21003103721935e-07 3.21003103721716e-07 3.21003103727519e-07
180736 176.5 3.21245529161376e-07 3.21245529143352e-07 3.21245529157095e-07
181248 177 3.19484452882483e-07 3.19484452875084e-07 3.19484452889976e-07
181760 177.5 3.20527319704364e-07 3.20527319706069e-07 3.20527319697211e-07
182272 178 3.22996034972913e-07 3.22996034969001e-07 3.22996034963489e-07
182784 178.5 3.24115600793285e-07 3.24115600800115e-07 3.24115600803205e-07
183296 179 3.24511729594461e-07 3.24511729595733e-07 3.24511729615952e-07
183808 179.5 3.2476879321916e-07 3.24768793210141e-07 3.2476879323155e-07
184320 180 3.23835273959248e-07 3.23835273958004e-07 3.23835273970078e-07
184832 180.5 3.23941662780081e-07 3.23941662798118e-07 3.23941662788727e-07
185344 181 3.23772469993199e-07 3.23772469994637e-07 3.23772470002721e-07
185856 181.5 3.26649113273465e-07 3.26649113284594e-07 3.2664911328358e-07
186368 182 3.27359174093228e-07 3.27359174098709e-07 3.27359174109232e-07
186880 182.5 3.25923419641822e-07 3.25923419656735e-07 3.25923419645146e-07
187392 183 3.26337092770799e-07 3.26337092786319e-07 3.26337092776611e-07
187904 183.5 3.26663349433017e-07 3.26663349415679e-07 3.26663349436945e-07
188416 184 3.26882314563578e-07 3.26882314552618e-07 3.2688231455812e-07
188928 184.5 3.28108435970987e-07 3.28108435952243e-07 3.28108435982489e-07
189440 185 3.30211206928017e-07 3.30211206932916e-07 3.30211206940219e-07
189952 185.5 3.3170930808036e-07 3.31709308092413e-07 3.31709308108244e-07
190464 186 3.30066479344088e-07 3.3006647935631e-07 3.30066479357633e-07
190976 186.5 3.28072885044235e-07 3.28072885041734e-07 3.28072885032871e-07
191488 187 3.2833559368251e-07 3.2833559369274e-07 3.28335593698708e-07
192000 187.5 3.30285791271857e-07 3.30285791261602e-07 3.30285791285025e-07
192512 188 3.3198500093839e-07 3.31985000934573e-07 3.31985000945667e-07
193024 188.5 3.3300019716606e-07 3.33000197152705e-07 3.33000197152963e-07
193536 189 3.32768805948858e-07 3.32768805955116e-07 3.32768805960786e-07
194048 189.5 3.31570538230933e-07 3.3157053821601e-07 3.31570538220747e-07
194560 190 3.30286726630851e-07 3.30286726620408e-07 3.30286726610975e-07
195072 190.5 3.29610128127384e-07 3.29610128115501e-07 3.29610128125383e-07
195584 191 3.29650623856422e-07 3.29650623861388e-07 3.29650623871199e-07
196096 191.5 3.3060577318102e-07 3.30605773177854e-07 3.30605773186447e-07
196608 192 3.31309193588665e-07 3.31309193580342e-07 3.31309193593782e-07
197120 192.5 3.31634124685953e-07 3.31634124671197e-07 3.31634124687379e-07
197632 193 3.30191707522232e-07 3.30191707529368e-07 3.30191707528615e-07
198144 193.5 3.28866216265701e-07 3.28866216282176e-07 3.28866216269967e-07
198656 194 3.28896901492495e-07 3.28896901479049e-07 3.28896901501029e-07
199168 194.5 3.29935636675511e-07 3.29935636675125e-07 3.29935636682329e-07
199680 195 3.30235376074728e-07 3.30235376086707e-07 3.30235376083911e-07
200192 195.5 3.29471091283249e-07 3.29471091289335e-07 3.29471091293504e-07
200704 196 3.29028782268375e-07 3.29028782269778e-07 3.29028782273749e-07
201216 196.5 3.28273635077512e-07 3.28273635068391e-07 3.28273635067293e-07
201728 197 3.27925901310559e-07 3.27925901307102e-07 3.27925901309845e-07
202240 197.5 3.26821059249815e-07 3.26821059250171e-07 3.26821059268134e-07
202752 198 3.25376120670882e-07 3.25376120672664e-07 3.25376120690144e-07
203264 198.5 3.25685461858359e-07 3.25685461859239e-07 3.25685461883537e-07
203776 199 3.25604670721776e-07 3.2560467071872e-07 3.25604670728945e-07
204288 199.5 3.24769688117767e-07 3.24769688108159e-07 3.24769688127711e-07
204800 200 3.2494119872335e-07 3.24941198729499e-07 3.24941198725524e-07
205312 200.5 3.25626470574416e-07 3.25626470581888e-07 3.25626470577055e-07
205824 201 3.2528038820017e-07 3.25280388187176e-07 3.25280388191237e-07
206336 201.5 3.24557089866936e-07 3.24557089883002e-07 3.24557089880616e-07
206848 202 3.2377124520667e-07 3.23771245199602e-07 3.23771245220581e-07
207360 202.5 3.22485975911075e-07 3.22485975904879e-07 3.22485975906413e-07
207872 203 3.21107617210039e-07 3.21107617222108e-07 3.21107617212529e-07
208384 203.5 3.20640020088225e-07 3.20640020096751e-07 3.20640020092965e-07
208896 204 3.21449079808403e-07 3.21449079792067e-07 3.21449079815558e-07
209408 204.5 3.21188479013986e-07 3.21188478998773e-07 3.21188479012501e-07
209920 205 3.20954049724581e-07 3.20954049724044e-07 3.20954049731438e-07
210432 205.5 3.20641465839067e-07 3.20641465842531e-07 3.20641465850242e-07
210944 206 3.20033502540546e-07 3.20033502551586e-07 3.20033502571139e-07
211456 206.5 3.19077048566174e-07 3.19077048578043e-07 3.19077048586464e-07
211968 207 3.18346805837075e-07 3.1834680582812e-07 3.18346805839052e-07
212480 207.5 3.17899853910836e-07 3.1789985389804e-07 3.17899853915636e-07
212992 208 3.17441799958821e-07 3.17441799958067e-07 3.17441799961713e-07
213504 208.5 3.169094959564e-07 3.16909495964752e-07 3.16909495976276e-07
214016 209 3.16296782998275e-07 3.16296782997023e-07 3.16296783015879e-07
214528 209.5 3.1559820079542e-07 3.15598200794325e-07 3.15598200797601e-07
215040 210 3.1481699153452e-07 3.14816991549724e-07 3.14816991540187e-07
215552 210.5 3.13953652094178e-07 3.13953652116739e-07 3.13953652094658e-07
216064 211 3.13283155871197e-07 3.13283155894523e-07 3.13283155892167e-07
216576 211.5 3.12026366443355e-07 3.12026366449426e-07 3.12026366453639e-07
217088 212 3.1099790570155e-07 3.10997905696427e-07 3.10997905699695e-07
217600 212.5 3.10210892053868e-07 3.10210892043157e-07 3.1021089204395e-07
218112 213 3.09284168048232e-07 3.09284168037371e-07 3.09284168053518e-07
218624 213.5 3.08545149018061e-07 3.0854514903437e-07 3.08545149032575e-07
219136 214 3.07400138303723e-07 3.07400138306968e-07 3.07400138306993e-07
219648 214.5 3.06173690868373e-07 3.06173690879986e-07 3.06173690883002e-07
220160 215 3.05317642279771e-07 3.05317642286206e-07 3.05317642280477e-07
220672 215.5 3.04115823804187e-07 3.04115823789399e-07 3.04115823798742e-07
221184 216 3.02698715044587e-07 3.0269871505195e-07 3.02698715047448e-07
221696 216.5 3.01660548101769e-07 3.01660548111936e-07 3.016605481155e-07
222208 217 3.00845426549139e-07 3.00845426558674e-07 3.00845426551852e-07
222720 217.5 2.9955153732172e-07 2.99551537325597e-07 2.99551537350245e-07
223232 218 2.97924609464419e-07 2.9792460947231e-07 2.97924609486741e-07
223744 218.5 2.96631121314521e-07 2.9663112132384e-07 2.96631121339166e-07
224256 219 2.96235342992768e-07 2.96235343003231e-07 2.96235342999059e-07
224768 219.5 2.95249768094713e-07 2.95249768074545e-07 2.95249768101967e-07
225280 220 2.93163487498306e-07 2.93163487484147e-07 2.93163487492367e-07
225792 220.5 2.92053075997968e-07 2.92053076006347e-07 2.9205307600581e-07
226304 221 2.90725411559269e-07 2.90725411553193e-07 2.90725411575999e-07
226816 221.5 2.88858292998518e-07 2.88858293002581e-07 2.88858293018184e-07
227328 222 2.88010694564534e-07 2.88010694555204e-07 2.88010694573594e-07
227840 222.5 2.8658649284861e-07 2.86586492848214e-07 2.86586492865997e-07
228352 223 2.85421081335447e-07 2.85421081343845e-07 2.85421081342983e-07
228864 223.5 2.84348965237042e-07 2.84348965266561e-07 2.84348965245851e-07
229376 224 2.83348488009419e-07 2.83348488014344e-07 2.83348488024949e-07
229888 224.5 2.8152107127471e-07 2.81521071288295e-07 2.81521071298942e-07
230400 225 2.80252853419385e-07 2.80252853438984e-07 2.80252853437642e-07
230912 225.5 2.79341899867934e-07 2.7934189987258e-07 2.79341899880916e-07
231424 226 2.78721906832606e-07 2.78721906846135e-07 2.78721906846906e-07
231936 226.5 2.77565620260011e-07 2.77565620278275e-07 2.77565620296961e-07
232448 227 2.75984592891466e-07 2.75984592901971e-07 2.75984592901815e-07
232960 227.5 2.7520538103365e-07 2.75205381031512e-07 2.75205381037947e-07
233472 228 2.74426980143322e-07 2.74426980163848e-07 2.74426980155575e-07
233984 228.5 2.7395529338445e-07 2.73955293390776e-07 2.73955293386657e-07
234496 229 2.72716101931654e-07 2.72716101927808e-07 2.72716101938736e-07
235008 229.5 2.71950861051866e-07 2.7195086106762e-07 2.71950861051472e-07
235520 230 2.71138404478125e-07 2.71138404490068e-07 2.71138404505384e-07
236032 230.5 2.70405531032854e-07 2.7040553102383e-07 2.70405531016937e-07
236544 231 2.69855731742127e-07 2.69855731748179e-07 2.69855731730429e-07
237056 231.5 2.68773212155778e-07 2.68773212162703e-07 2.68773212156891e-07
237568 232 2.68244966820626e-07 2.68244966823429e-07 2.68244966816911e-07
238080 232.5 2.6830596622348e-07 2.68305966233263e-07 2.68305966219535e-07
238592 233 2.67644721140419e-07 2.67644721191412e-07 2.67644721196954e-07
239104 233.5 2.67237427424377e-07 2.67237427447903e-07 2.67237427431153e-07
239616 234 2.66596642832667e-07 2.66596642822801e-07 2.66596642826364e-07
240128 234.5 2.66345084277494e-07 2.66345084287913e-07 2.66345084284348e-07
240640 235 2.65876796891055e-07 2.65876796893178e-07 2.65876796895687e-07
241152 235.5 2.65470971180888e-07 2.65470971191643e-07 2.65470971187497e-07
241664 236 2.66165864164653e-07 2.66165864176086e-07 2.66165864194933e-07
242176 236.5 2.65929473710455e-07 2.65929473740373e-07 2.6592947369703e-07
242688 237 2.65407549960722e-07 2.65407549982783e-07 2.65407549964109e-07
243200 237.5 2.6428164288574e-07 2.64281642893262e-07 2.64281642899669e-07
243712 238 2.63708723087027e-07 2.63708723074333e-07 2.63708723088908e-07
244224 238.5 2.63359694317096e-07 2.63359694292118e-07 2.63359694301134e-07
244736 239 2.63527282299416e-07 2.63527282288296e-07 2.6352728230774e-07
245248 239.5 2.63943735959329e-07 2.63943735977774e-07 2.63943735984337e-07
245760 240 2.64483957148434e-07 2.6448395718681e-07 2.64483957178369e-07
246272 240.5 2.63365612316254e-07 2.63365612319729e-07 2.63365612332878e-07
246784 241 2.61964676589868e-07 2.61964676587558e-07 2.61964676607274e-07
247296 241.5 2.61637556658495e-07 2.61637556668084e-07 2.61637556672045e-07
247808 242 2.61735316459714e-07 2.61735316454299e-07 2.61735316468827e-07
248320 242.5 2.62067285756559e-07 2.62067285787153e-07 2.62067285797611e-07
248832 243 2.62516548815606e-07 2.62516548825027e-07 2.62516548805875e-07
249344 243.5 2.63014107291405e-07 2.63014107296489e-07 2.63014107291625e-07
249856 244 2.61630713236894e-07 2.61630713246747e-07 2.61630713239529e-07
250368 244.5 2.60104374284144e-07 2.6010437430009e-07 2.60104374286618e-07
250880 245 2.60178931695072e-07 2.6017893171021e-07 2.60178931698881e-07
251392 245.5 2.61404574824596e-07 2.61404574816058e-07 2.61404574838965e-07
251904 246 2.61709481063846e-07 2.61709481054009e-07 2.6170948106377e-07
252416 246.5 2.61982177471597e-07 2.61982177470115e-07 2.61982177472645e-07
252928 247 2.62260356233987e-07 2.62260356241358e-07 2.62260356247556e-07
253440 247.5 2.6218997004721e-07 2.62189970030323e-07 2.62189970055294e-07
253952 248 2.61463785089733e-07 2.61463785090697e-07 2.61463785081819e-07
254464 248.5 2.61371024553984e-07 2.61371024564233e-07 2.61371024551657e-07
254976 249 2.62398835698984e-07 2.62398835689258e-07 2.62398835681633e-07
255488 249.5 2.62857198916868e-07 2.62857198913464e-07 2.62857198893079e-07
256000 250 2.63291208123605e-07 2.63291208133323e-07 2.6329120812885e-07
256512 250.5 2.63081224539805e-07 2.63081224534086e-07 2.63081224514169e-07
257024 251 2.62540712244562e-07 2.62540712265497e-07 2.62540712261757e-07
257536 251.5 2.62856268794669e-07 2.62856268799607e-07 2.62856268799875e-07
258048 252 2.63874142186405e-07 2.63874142166977e-07 2.6387414215222e-07
258560 252.5 2.64086862709841e-07 2.64086862684156e-07 2.64086862676277e-07
259072 253 2.64211212528121e-07 2.64211212509589e-07 2.64211212507189e-07
259584 253.5 2.64301539500039e-07 2.64301539495549e-07 2.64301539498007e-07
260096 254 2.64765723998345e-07 2.64765724002792e-07 2.64765724010749e-07
260608 254.5 2.64802501631108e-07 2.64802501608095e-07 2.64802501635026e-07
261120 255 2.65776874780494e-07 2.65776874776401e-07 2.6577687479329e-07
261632 255.5 2.66440785922327e-07 2.66440785927184e-07 2.66440785927934e-07
262144 256 2.66140111178582e-07 2.66140111184669e-07 2.66140111172924e-07
262656 256.5 2.66761743858401e-07 2.66761743869254e-07 2.66761743876517e-07
263168 257 2.6653016808192e-07 2.66530168063254e-07 2.66530168074719e-07
263680 257.5 2.65854826292053e-07 2.65854826300379e-07 2.65854826314836e-07
264192 258 2.65890930974473e-07 2.65890931002527e-07 2.65890930970257e-07
264704 258.5 2.66561206554318e-07 2.66561206554497e-07 2.66561206546154e-07
265216 259 2.66807450787412e-07 2.66807450791112e-07 2.66807450772851e-07
265728 259.5 2.67185650859204e-07 2.67185650880933e-07 2.67185650878391e-07
266240 260 2.67437917686545e-07 2.67437917680025e-07 2.67437917678781e-07
266752 260.5 2.67158298034281e-07 2.67158298024358e-07 2.67158298021551e-07
267264 261 2.66762670723521e-07 2.66762670739141e-07 2.66762670735231e-07
267776 261.5 2.66846666796867e-07 2.66846666791023e-07 2.66846666802407e-07
268288 262 2.67202841857476e-07 2.67202841849266e-07 2.67202841868059e-07
268800 262.5 2.67693835427485e-07 2.67693835452369e-07 2.67693835450898e-07
269312 263 2.68314443453448e-07 2.68314443463555e-07 2.68314443458402e-07
269824 263.5 2.68566753593699e-07 2.6856675358947e-07 2.68566753601361e-07
270336 264 2.68553099674811e-07 2.68553099672957e-07 2.68553099661932e-07
270848 264.5 2.67949852559159e-07 2.67949852557745e-07 2.6794985255547e-07
271360 265 2.67500170462748e-07 2.67500170464527e-07 2.67500170454124e-07
271872 265.5 2.67707250876288e-07 2.67707250860548e-07 2.67707250859065e-07
272384 266 2.67780853157921e-07 2.6778085317171e-07 2.67780853185454e-07
272896 266.5 2.68475856110878e-07 2.68475856122869e-07 2.68475856109087e-07
273408 267 2.69022842275081e-07 2.69022842262479e-07 2.69022842269505e-07
273920 267.5 2.68826472215298e-07 2.68826472184255e-07 2.68826472211562e-07
274432 268 2.68524301287696e-07 2.68524301269508e-07 2.68524301280801e-07
274944 268.5 2.67608945667489e-07 2.67608945660039e-07 2.67608945676848e-07
275456 269 2.67421712998354e-07 2.67421713004489e-07 2.6742171299886e-07
275968 269.5 2.67487985931785e-07 2.67487985920636e-07 2.6748798591135e-07
276480 270 2.67513564341141e-07 2.67513564329743e-07 2.67513564334764e-07
276992 270.5 2.67815519783905e-07 2.67815519797425e-07 2.67815519807238e-07
277504 271 2.67498320031506e-07 2.67498320010582e-07 2.67498320032177e-07
278016 271.5 2.66599699597728e-07 2.66599699579629e-07 2.66599699603406e-07
278528 272 2.65925782222842e-07 2.65925782221413e-07 2.6592578223674e-07
279040 272.5 2.65057166218361e-07 2.65057166185018e-07 2.65057166207e-07
279552 273 2.64458570420368e-07 2.6445857040739e-07 2.644585704247e-07
280064 273.5 2.64399257987871e-07 2.64399257977257e-07 2.64399257977425e-07
280576 274 2.64305808363344e-07 2.64305808340075e-07 2.64305808367093e-07
281088 274.5 2.63955543241952e-07 2.6395554325577e-07 2.63955543259273e-07
281600 275 2.63181901333663e-07 2.63181901331441e-07 2.63181901352452e-07
282112 275.5 2.62596891521935e-07 2.62596891529079e-07 2.62596891531749e-07
282624 276 2.62202961550065e-07 2.62202961545391e-07 2.62202961554631e-07
283136 276.5 2.61757890533788e-07 2.61757890527373e-07 2.61757890537769e-07
283648 277 2.61280121227891e-07 2.61280121215395e-07 2.61280121216907e-07
284160 277.5 2.61271411453733e-07 2.61271411454077e-07 2.61271411480554e-07
284672 278 2.61276153651731e-07 2.6127615365887e-07 2.6127615367797e-07
285184 278.5 2.61147558571222e-07 2.61147558566814e-07 2.61147558571477e-07
285696 279 2.60384351798427e-07 2.60384351777308e-07 2.60384351802985e-07
286208 279.5 2.59803918725153e-07 2.59803918716292e-07 2.59803918717788e-07
286720 280 2.59686658978062e-07 2.59686658974268e-07 2.59686658962114e-07
287232 280.5 2.59551958930845e-07 2.59551958892178e-07 2.59551958902132e-07
287744 281 2.58732348091902e-07 2.58732348085263e-07 2.58732348092126e-07
288256 281.5 2.58862999117473e-07 2.58862999124041e-07 2.58862999115717e-07
288768 282 2.59012259019926e-07 2.59012259002263e-07 2.59012259033129e-07
289280 282.5 2.58448313957496e-07 2.58448313947171e-07 2.58448313958205e-07
289792 283 2.57883092118857e-07 2.5788309211601e-07 2.57883092125863e-07
290304 283.5 2.57395221131926e-07 2.57395221118563e-07 2.57395221123693e-07
290816 284 2.57308777602007e-07 2.57308777587823e-07 2.57308777589816e-07
291328 284.5 2.57089649388627e-07 2.57089649393264e-07 2.57089649429084e-07
291840 285 2.56951397212918e-07 2.56951397190428e-07 2.56951397218463e-07
292352 285.5 2.56888595050939e-07 2.56888595024051e-07 2.56888595035317e-07
292864 286 2.56664261493635e-07 2.56664261475387e-07 2.5666426149955e-07
293376 286.5 2.56301570378308e-07 2.56301570349207e-07 2.56301570373793e-07
293888 287 2.56465997516135e-07 2.56465997497842e-07 2.56465997508795e-07
294400 287.5 2.56549408655002e-07 2.5654940864558e-07 2.56549408651459e-07
294912 288 2.56218058132877e-07 2.56218058121094e-07 2.56218058141438e-07
295424 288.5 2.56042336370045e-07 2.56042336351104e-07 2.56042336371218e-07
295936 289 2.56210709144297e-07 2.56210709110483e-07 2.56210709126139e-07
296448 289.5 2.55975382658667e-07 2.55975382647637e-07 2.55975382651777e-07
296960 290 2.55542193437128e-07 2.5554219340004e-07 2.55542193420758e-07
297472 290.5 2.5559694991251e-07 2.55596949911943e-07 2.55596949911089e-07
297984 291 2.56102345026178e-07 2.56102345035282e-07 2.5610234503113e-07
298496 291.5 2.56340601573123e-07 2.56340601556989e-07 2.56340601570148e-07
299008 292 2.56126561749794e-07 2.56126561731679e-07 2.56126561747451e-07
299520 292.5 2.56402366975711e-07 2.56402366948208e-07 2.5640236695961e-07
300032 293 2.56783358410993e-07 2.56783358415481e-07 2.56783358415125e-07
300544 293.5 2.5701929239888e-07 2.57019292409223e-07 2.57019292390134e-07
301056 294 2.57440100443276e-07 2.57440100433897e-07 2.57440100440476e-07
301568 294.5 2.57844399068578e-07 2.57844399055956e-07 2.57844399059938e-07
302080 295 2.58014819558725e-07 2.58014819558833e-07 2.58014819555815e-07
302592 295.5 2.58533999478006e-07 2.5853399944118e-07 2.58533999465274e-07
303104 296 2.5895147038386e-07 2.58951470360812e-07 2.58951470366859e-07
303616 296.5 2.5936250221899e-07 2.59362502212218e-07 2.59362502212918e-07
304128 297 2.60047399629202e-07 2.60047399622936e-07 2.60047399619105e-07
304640 297.5 2.60998198373998e-07 2.60998198386141e-07 2.60998198371062e-07
305152 298 2.61686208326033e-07 2.6168620831852e-07 2.61686208315697e-07
305664 298.5 2.62330015566878e-07 2.62330015573285e-07 2.62330015562021e-07
306176 299 2.63098882353761e-07 2.63098882338148e-07 2.63098882329642e-07
306688 299.5 2.63971577224384e-07 2.63971577207105e-07 2.63971577233136e-07
307200 300 2.64876072738635e-07 2.64876072732043e-07 2.64876072744467e-07
307712 300.5 2.65868002310503e-07 2.65868002304195e-07 2.65868002289657e-07
308224 301 2.66749904524222e-07 2.66749904532359e-07 2.66749904518718e-07
308736 301.5 2.67390709969276e-07 2.67390709978548e-07 2.67390709970228e-07
309248 302 2.68026763524374e-07 2.68026763533368e-07 2.6802676351939e-07
309760 302.5 2.68848419663751e-07 2.68848419656623e-07 2.68848419659234e-07
310272 303 2.69747185112504e-07 2.69747185106008e-07 2.69747185109244e-07
310784 303.5 2.70484220868039e-07 2.70484220864787e-07 2.70484220858836e-07
311296 304 2.71162215992824e-07 2.71162215984696e-07 2.71162215993746e-07
311808 304.5 2.71835178858255e-07 2.71835178856271e-07 2.7183517886979e-07
312320 305 2.72482949382327e-07 2.72482949380669e-07 2.72482949393994e-07
312832 305.5 2.7317643171683e-07 2.7317643171062e-07 2.7317643172087e-07
313344 306 2.7387375812382e-07 2.73873758127291e-07 2.73873758117793e-07
313856 306.5 2.7445588632528e-07 2.7445588631915e-07 2.74455886309274e-07
314368 307 2.74973265107613e-07 2.74973265089077e-07 2.74973265094022e-07
314880 307.5 2.75648970729806e-07 2.75648970732784e-07 2.75648970749194e-07
315392 308 2.76387885924314e-07 2.76387885931586e-07 2.76387885932966e-07
315904 308.5 2.77090206094292e-07 2.77090206108818e-07 2.77090206101829e-07
316416 309 2.7778045491442e-07 2.77780454920239e-07 2.77780454915588e-07
316928 309.5 2.78494377385853e-07 2.78494377378657e-07 2.7849437737286e-07
317440 310 2.79029727335731e-07 2.79029727322566e-07 2.79029727330552e-07
317952 310.5 2.79386629759451e-07 2.79386629750274e-07 2.79386629760724e-07
318464 311 2.79787324390022e-07 2.79787324397222e-07 2.79787324400658e-07
318976 311.5 2.80302820294819e-07 2.80302820310827e-07 2.80302820304122e-07
319488 312 2.80684084567472e-07 2.80684084579778e-07 2.80684084564498e-07
320000 312.5 2.80989753613247e-07 2.80989753616501e-07 2.80989753595413e-07
320512 313 2.8132069354209e-07 2.81320693548976e-07 2.81320693537506e-07
321024 313.5 2.81738569839491e-07 2.81738569838376e-07 2.81738569847556e-07
321536 314 2.82079473621993e-07 2.82079473620776e-07 2.82079473628899e-07
322048 314.5 2.82228262196494e-07 2.82228262201852e-07 2.82228262201542e-07
322560 315 2.82254506687726e-07 2.82254506693533e-07 2.82254506696006e-07
323072 315.5 2.82311203992907e-07 2.82311203988061e-07 2.82311203991542e-07
323584 316 2.82338119635259e-07 2.82338119627755e-07 2.82338119627232e-07
324096 316.5 2.82343745380048e-07 2.82343745383911e-07 2.82343745377514e-07
324608 317 2.82397503245993e-07 2.82397503244242e-07 2.82397503247897e-07
325120 317.5 2.82619487022886e-07 2.8261948701566e-07 2.82619487020183e-07
325632 318 2.82962849113972e-07 2.82962849116743e-07 2.82962849109412e-07
326144 318.5 2.83178185824302e-07 2.83178185832772e-07 2.83178185824918e-07
326656 319 2.83248250791812e-07 2.8324825079707e-07 2.83248250793232e-07
327168 319.5 2.83286017657937e-07 2.8328601766522e-07 2.83286017664335e-07
327680 320 2.83427731063744e-07 2.83427731060301e-07 2.83427731067696e-07
328192 320.5 2.83762111265168e-07 2.83762111261709e-07 2.83762111273e-07
328704 321 2.84052576692121e-07 2.84052576688511e-07 2.84052576695466e-07
329216 321.5 2.84270551727998e-07 2.84270551727394e-07 2.84270551726655e-07
329728 322 2.84486180228618e-07 2.84486180229514e-07 2.84486180227131e-07
330240 322.5 2.84682947082279e-07 2.84682947081342e-07 2.84682947082392e-07
330752 323 2.84818527569428e-07 2.84818527571443e-07 2.84818527575341e-07
331264 323.5 2.84948645840992e-07 2.84948645855127e-07 2.84948645850481e-07
331776 324 2.85174316652003e-07 2.85174316653184e-07 2.85174316655454e-07
332288 324.5 2.85522751602455e-07 2.85522751595228e-07 2.8552275160122e-07
332800 325 2.85887887540757e-07 2.85887887530816e-07 2.85887887545984e-07
333312 325.5 2.86124680646882e-07 2.86124680639445e-07 2.8612468064818e-07
333824 326 2.86307833580582e-07 2.86307833588515e-07 2.86307833584029e-07
334336 326.5 2.86598038795663e-07 2.86598038801069e-07 2.86598038791367e-07
334848 327 2.87025423843885e-07 2.87025423853375e-07 2.87025423850965e-07
335360 327.5 2.87491570365814e-07 2.87491570373615e-07 2.87491570375883e-07
335872 328 2.87875505995175e-07 2.8787550599422e-07 2.87875505994385e-07
336384 328.5 2.8819905230264e-07 2.88199052297559e-07 2.88199052289696e-07
336896 329 2.88534582673603e-07 2.88534582663874e-07 2.8853458267143e-07
337408 329.5 2.88867541839604e-07 2.88867541834367e-07 2.8886754183684e-07
337920 330 2.89253321903224e-07 2.892533218974e-07 2.89253321903688e-07
338432 330.5 2.89761120902004e-07 2.89761120910785e-07 2.89761120911787e-07
338944 331 2.9038888298426e-07 2.90388882997972e-07 2.90388882992145e-07
339456 331.5 2.9098054388272e-07 2.90980543884578e-07 2.90980543873992e-07
339968 332 2.91396205968952e-07 2.91396205962468e-07 2.91396205955966e-07
340480 332.5 2.91632212511051e-07 2.91632212500942e-07 2.91632212501976e-07
340992 333 2.91860899913397e-07 2.91860899908376e-07 2.91860899910812e-07
341504 333.5 2.92192521471841e-07 2.92192521470303e-07 2.92192521475274e-07
342016 334 2.92558812257981e-07 2.92558812251898e-07 2.9255881225417e-07
342528 334.5 2.92889863243278e-07 2.92889863248782e-07 2.92889863247735e-07
343040 335 2.93106609305649e-07 2.93106609316785e-07 2.93106609311124e-07
343552 335.5 2.93237317889545e-07 2.93237317895782e-07 2.93237317894934e-07
344064 336 2.93312253566879e-07 2.93312253559846e-07 2.93312253563934e-07
344576 336.5 2.93324365193526e-07 2.93324365185161e-07 2.93324365192218e-07
345088 337 2.93350900720497e-07 2.93350900722339e-07 2.93350900715517e-07
345600 337.5 2.93411101500195e-07 2.93411101507729e-07 2.93411101492263e-07
346112 338 2.93440909343759e-07 2.93440909342566e-07 2.93440909335503e-07
346624 338.5 2.93356353396036e-07 2.93356353388415e-07 2.93356353387861e-07
347136 339 2.931985160568e-07 2.93198516054597e-07 2.93198516058799e-07
347648 339.5 2.93097063265807e-07 2.93097063271956e-07 2.93097063276773e-07
348160 340 2.93050620133069e-07 2.93050620143967e-07 2.93050620142723e-07
348672 340.5 2.93020963562636e-07 2.93020963563004e-07 2.930209635664e-07
349184 341 2.92895333571522e-07 2.92895333571363e-07 2.92895333564922e-07
349696 341.5 2.9271656243137e-07 2.92716562429091e-07 2.92716562424802e-07
350208 342 2.92496577791297e-07 2.92496577793426e-07 2.92496577788933e-07
350720 342.5 2.92220115112279e-07 2.9222011510434e-07 2.92220115114206e-07
351232 343 2.91869127865541e-07 2.91869127852406e-07 2.91869127863408e-07
351744 343.5 2.91471464751859e-07 2.91471464753508e-07 2.91471464750373e-07
352256 344 2.90987366666471e-07 2.90987366682581e-07 2.9098736667532e-07
352768 344.5 2.90436344480214e-07 2.90436344487126e-07 2.90436344483652e-07
353280 345 2.89869110481641e-07 2.89869110480456e-07 2.8986911047949e-07
353792 345.5 2.89322508544009e-07 2.89322508545604e-07 2.89322508549223e-07
