# Scalar ASCII output created by CarpetIOScalar
# created on air-di-federico.homenet.telecomitalia.it by federicofantoccoli on Jun 03 2024 at 19:36:20+0200
# parameter filename: "TOV_100_pressure.par"
# Build ID: build-sim-macbook-air-di-federico.local-federicofantoccoli-2024.06.03-11.02.01-7801
# Simulation ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.36.18-10547
# Run ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.36.18-10547
#
# HYDROBASE::vel[0] (hydrobase-vel)
# 1:iteration 2:time 3:data
# data columns: 3:vel[0] 4:vel[1] 5:vel[2]
0 0 0 0 0
512 0.5 0.0303868254229306 0.0303868254229306 0.0303868254229306
1024 1 0.0280179761281587 0.0280179761281587 0.0280179761281587
1536 1.5 0.0257190032172292 0.0257190032172292 0.0257190032172292
2048 2 0.023493974428835 0.023493974428835 0.0234939744288349
2560 2.5 0.021709842557704 0.021709842557704 0.021709842557704
3072 3 0.0203284847078161 0.0203284847078161 0.0203284847078161
3584 3.5 0.0189719902061808 0.0189719902061809 0.0189719902061808
4096 4 0.0176464975368375 0.0176464975368375 0.0176464975368375
4608 4.5 0.0163027814169968 0.0163027814169967 0.0163027814169967
5120 5 0.0148586151477394 0.0148586151477393 0.0148586151477393
5632 5.5 0.0132232301086109 0.0132232301086109 0.0132232301086108
6144 6 0.0114571625572988 0.0114571625572987 0.0114571625572988
6656 6.5 0.00960479686854897 0.00960479686854887 0.00960479686854901
7168 7 0.0089033045146261 0.00890330451462618 0.00890330451462606
7680 7.5 0.00926350276763685 0.00926350276763694 0.00926350276763685
8192 8 0.00959846328776354 0.0095984632877638 0.0095984632877635
8704 8.5 0.00990295543753744 0.00990295543753769 0.00990295543753751
9216 9 0.0101750318103477 0.0101750318103479 0.0101750318103478
9728 9.5 0.0104147600080229 0.0104147600080229 0.0104147600080228
10240 10 0.0106215725112988 0.010621572511299 0.0106215725112987
10752 10.5 0.0107944182230892 0.0107944182230894 0.0107944182230892
11264 11 0.010932942621842 0.0109329426218419 0.0109329426218417
11776 11.5 0.0110387461779956 0.0110387461779956 0.0110387461779952
12288 12 0.0111143100619258 0.011114310061926 0.0111143100619256
12800 12.5 0.0111605246534498 0.01116052465345 0.0111605246534497
13312 13 0.0111773432150709 0.0111773432150708 0.0111773432150707
13824 13.5 0.0111658036678516 0.0111658036678515 0.0111658036678516
14336 14 0.0111267227977891 0.0111267227977891 0.0111267227977892
14848 14.5 0.0110591063575899 0.0110591063575898 0.01105910635759
15360 15 0.0109632449959838 0.0109632449959837 0.0109632449959836
15872 15.5 0.0108432923957187 0.0108432923957184 0.0108432923957183
16384 16 0.0107042586019407 0.0107042586019405 0.0107042586019405
16896 16.5 0.0105482547815408 0.0105482547815408 0.0105482547815408
17408 17 0.0103750866856666 0.0103750866856665 0.0103750866856669
17920 17.5 0.0101843395713015 0.010184339571301 0.0101843395713017
18432 18 0.00997584472618842 0.009975844726188 0.00997584472618848
18944 18.5 0.00975031685564879 0.00975031685564838 0.00975031685564862
19456 19 0.00951054296457697 0.00951054296457625 0.00951054296457678
19968 19.5 0.00925986441261122 0.00925986441261075 0.00925986441261141
20480 20 0.00901255371507078 0.00901255371507022 0.00901255371507105
20992 20.5 0.00877945231812146 0.00877945231812146 0.00877945231812225
21504 21 0.00853279487687611 0.00853279487687584 0.00853279487687649
22016 21.5 0.00827345061174853 0.00827345061174792 0.00827345061174864
22528 22 0.00800406441850999 0.00800406441850979 0.00800406441851004
23040 22.5 0.00772694734863632 0.00772694734863644 0.00772694734863657
23552 23 0.00746008538957863 0.00746008538957862 0.00746008538957931
24064 23.5 0.00719298355369217 0.00719298355369189 0.00719298355369304
24576 24 0.00691881850295843 0.00691881850295679 0.00691881850295858
25088 24.5 0.00663742926008938 0.00663742926008756 0.00663742926008908
25600 25 0.00635090894753053 0.00635090894753023 0.00635090894753094
26112 25.5 0.00606117143568997 0.00606117143569061 0.00606117143569137
26624 26 0.00576818227904885 0.00576818227904818 0.0057681822790495
27136 26.5 0.00547152845857559 0.00547152845857364 0.00547152845857503
27648 27 0.00518932068136693 0.00518932068136668 0.00518932068136691
28160 27.5 0.00501285812548714 0.005012858125487 0.00501285812548716
28672 28 0.00484290455179131 0.00484290455179103 0.00484290455179111
29184 28.5 0.00468115738089066 0.00468115738089034 0.00468115738089036
29696 29 0.004527298663509 0.00452729866350877 0.0045272986635088
30208 29.5 0.00438005300341083 0.0043800530034106 0.00438005300341059
30720 30 0.00423797243285101 0.00423797243285077 0.00423797243285049
31232 30.5 0.00409846447787153 0.00409846447787149 0.00409846447787109
31744 31 0.00395889188571699 0.00395889188571706 0.00395889188571693
32256 31.5 0.00381889805014331 0.00381889805014331 0.00381889805014293
32768 32 0.00368121449780698 0.003681214497807 0.00368121449780606
33280 32.5 0.00359882466143863 0.0035988246614384 0.00359882466143888
33792 33 0.0035969535350959 0.00359695353509592 0.00359695353509584
34304 33.5 0.00358917267295044 0.00358917267295053 0.00358917267295042
34816 34 0.00357738358106664 0.0035773835810666 0.00357738358106684
35328 34.5 0.00356191506630268 0.00356191506630252 0.00356191506630267
35840 35 0.00354180939534092 0.00354180939534062 0.00354180939534043
36352 35.5 0.00351630829348539 0.00351630829348499 0.00351630829348492
36864 36 0.00348557065833948 0.00348557065833937 0.00348557065833954
37376 36.5 0.00345030142096061 0.00345030142096088 0.00345030142096088
