# Scalar ASCII output created by CarpetIOScalar
# created on air-di-federico.homenet.telecomitalia.it by federicofantoccoli on Jun 03 2024 at 19:36:20+0200
# parameter filename: "TOV_100_pressure.par"
# Build ID: build-sim-macbook-air-di-federico.local-federicofantoccoli-2024.06.03-11.02.01-7801
# Simulation ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.36.18-10547
# Run ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.36.18-10547
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
175104 171 1.88702844754232e-06 1.88702844756675e-06 1.88702844754657e-06
175616 171.5 1.88680612020277e-06 1.88680612023424e-06 1.88680612021672e-06
176128 172 1.88746426485756e-06 1.88746426487561e-06 1.88746426487612e-06
176640 172.5 1.88920231891114e-06 1.88920231889965e-06 1.88920231890648e-06
177152 173 1.89074533964125e-06 1.89074533961388e-06 1.89074533961702e-06
177664 173.5 1.89136239157025e-06 1.89136239155254e-06 1.89136239155832e-06
178176 174 1.89063420081843e-06 1.89063420081755e-06 1.89063420082956e-06
178688 174.5 1.88818120855356e-06 1.88818120855686e-06 1.88818120856621e-06
179200 175 1.88551920401095e-06 1.88551920400425e-06 1.88551920400645e-06
179712 175.5 1.88420695853477e-06 1.88420695852324e-06 1.88420695852212e-06
180224 176 1.88521853865231e-06 1.88521853864768e-06 1.88521853864878e-06
180736 176.5 1.88749593935531e-06 1.88749593936615e-06 1.8874959393662e-06
181248 177 1.88875706453267e-06 1.88875706455597e-06 1.88875706454846e-06
181760 177.5 1.88849375724034e-06 1.88849375725827e-06 1.88849375724845e-06
182272 178 1.88756031658463e-06 1.8875603165817e-06 1.88756031658174e-06
182784 178.5 1.8864545515067e-06 1.88645455149082e-06 1.88645455150024e-06
183296 179 1.88515455478722e-06 1.8851545547745e-06 1.88515455478573e-06
183808 179.5 1.88355841718814e-06 1.88355841718342e-06 1.88355841719076e-06
184320 180 1.88267529341801e-06 1.88267529341312e-06 1.88267529341291e-06
184832 180.5 1.88305494761626e-06 1.88305494760428e-06 1.88305494760306e-06
185344 181 1.88365868261982e-06 1.88365868260555e-06 1.8836586826105e-06
185856 181.5 1.88332241857269e-06 1.88332241856973e-06 1.88332241857192e-06
186368 182 1.88110955612606e-06 1.881109556146e-06 1.88110955612981e-06
186880 182.5 1.87798885984071e-06 1.87798885987985e-06 1.87798885985732e-06
187392 183 1.87635709650852e-06 1.87635709653531e-06 1.87635709652881e-06
187904 183.5 1.87687682977281e-06 1.87687682976127e-06 1.87687682976861e-06
188416 184 1.87833509107265e-06 1.87833509103555e-06 1.8783350910519e-06
188928 184.5 1.87911514149911e-06 1.87911514147786e-06 1.87911514149126e-06
189440 185 1.878270575896e-06 1.878270575904e-06 1.87827057590278e-06
189952 185.5 1.87628874681997e-06 1.87628874683325e-06 1.87628874682104e-06
190464 186 1.87397945410444e-06 1.87397945410315e-06 1.87397945410007e-06
190976 186.5 1.8720320826364e-06 1.87203208263415e-06 1.87203208264795e-06
191488 187 1.87077963326349e-06 1.87077963327549e-06 1.87077963328583e-06
192000 187.5 1.86970367231093e-06 1.86970367232753e-06 1.86970367231916e-06
192512 188 1.86900614739788e-06 1.86900614740359e-06 1.86900614738273e-06
193024 188.5 1.86885115862431e-06 1.86885115861381e-06 1.8688511586032e-06
193536 189 1.86840943217124e-06 1.86840943215535e-06 1.86840943216742e-06
194048 189.5 1.86713429358786e-06 1.86713429356942e-06 1.86713429359538e-06
194560 190 1.86538811889429e-06 1.8653881188827e-06 1.8653881189e-06
195072 190.5 1.86389317578665e-06 1.86389317579572e-06 1.86389317579341e-06
195584 191 1.86285967824616e-06 1.86285967827495e-06 1.86285967825903e-06
196096 191.5 1.86200114260944e-06 1.8620011426295e-06 1.86200114262041e-06
196608 192 1.86083868027536e-06 1.86083868026668e-06 1.86083868028184e-06
197120 192.5 1.85955680538261e-06 1.85955680535671e-06 1.85955680538349e-06
197632 193 1.85832206117947e-06 1.85832206115973e-06 1.85832206116903e-06
198144 193.5 1.85704140477313e-06 1.8570414047677e-06 1.85704140475532e-06
198656 194 1.85587162482174e-06 1.85587162482746e-06 1.85587162481055e-06
199168 194.5 1.85515758502113e-06 1.85515758503233e-06 1.85515758502204e-06
199680 195 1.85497914631247e-06 1.85497914632488e-06 1.85497914632339e-06
200192 195.5 1.85495666413316e-06 1.85495666413582e-06 1.85495666414653e-06
200704 196 1.85433937863469e-06 1.8543393786231e-06 1.85433937864057e-06
201216 196.5 1.85269735287179e-06 1.85269735285728e-06 1.85269735286954e-06
201728 197 1.85103927020685e-06 1.85103927019754e-06 1.8510392702022e-06
202240 197.5 1.85027276113812e-06 1.85027276113399e-06 1.85027276113873e-06
202752 198 1.85014970785048e-06 1.85014970785045e-06 1.8501497078534e-06
203264 198.5 1.84985868785731e-06 1.84985868786703e-06 1.84985868785641e-06
203776 199 1.84934523273862e-06 1.84934523275107e-06 1.84934523273414e-06
204288 199.5 1.84920869370639e-06 1.84920869371391e-06 1.84920869370345e-06
204800 200 1.84928461840606e-06 1.84928461841395e-06 1.84928461841135e-06
205312 200.5 1.84892023210113e-06 1.84892023210549e-06 1.84892023211187e-06
205824 201 1.84817535451232e-06 1.84817535449663e-06 1.84817535451631e-06
206336 201.5 1.84787494072379e-06 1.8478749406978e-06 1.84787494072633e-06
206848 202 1.84813725319236e-06 1.84813725318039e-06 1.84813725319871e-06
207360 202.5 1.84820590735113e-06 1.84820590736385e-06 1.84820590735851e-06
207872 203 1.84780805856826e-06 1.8478080585949e-06 1.84780805857351e-06
208384 203.5 1.84761797625948e-06 1.84761797627923e-06 1.84761797625869e-06
208896 204 1.84792398753378e-06 1.84792398753562e-06 1.84792398752803e-06
209408 204.5 1.84835940041871e-06 1.84835940040641e-06 1.84835940041113e-06
209920 205 1.84833888622389e-06 1.84833888620225e-06 1.84833888621179e-06
210432 205.5 1.8478084291682e-06 1.84780842915045e-06 1.84780842915417e-06
210944 206 1.84733430289914e-06 1.84733430289863e-06 1.84733430289326e-06
211456 206.5 1.84733728439363e-06 1.84733728440651e-06 1.84733728440447e-06
211968 207 1.84736304834271e-06 1.84736304835673e-06 1.84736304836968e-06
212480 207.5 1.8469044232181e-06 1.84690442322754e-06 1.84690442324688e-06
212992 208 1.8463777166535e-06 1.84637771665874e-06 1.84637771666748e-06
213504 208.5 1.84630489415387e-06 1.84630489414879e-06 1.84630489415091e-06
214016 209 1.84629797978419e-06 1.8462979797671e-06 1.8462979797684e-06
214528 209.5 1.84566844037741e-06 1.84566844035765e-06 1.84566844034866e-06
215040 210 1.84466069396257e-06 1.84466069395495e-06 1.84466069393255e-06
215552 210.5 1.84414867586799e-06 1.84414867587736e-06 1.8441486758552e-06
216064 211 1.84446651069854e-06 1.84446651071352e-06 1.84446651070921e-06
216576 211.5 1.84503283550528e-06 1.84503283551398e-06 1.84503283552687e-06
217088 212 1.845183149971e-06 1.84518314997442e-06 1.84518314998999e-06
217600 212.5 1.84471177367441e-06 1.84471177367743e-06 1.84471177368667e-06
218112 213 1.84372807866718e-06 1.84372807866685e-06 1.8437280786695e-06
218624 213.5 1.84264699042599e-06 1.84264699042324e-06 1.84264699042336e-06
219136 214 1.84189800598441e-06 1.8418980059798e-06 1.84189800597894e-06
219648 214.5 1.84166374685153e-06 1.84166374684166e-06 1.84166374684167e-06
220160 215 1.84167793149708e-06 1.84167793148674e-06 1.8416779314848e-06
220672 215.5 1.84140019546323e-06 1.84140019546541e-06 1.84140019545698e-06
221184 216 1.84058352026293e-06 1.84058352028167e-06 1.84058352026831e-06
221696 216.5 1.83939697054367e-06 1.8393969705567e-06 1.8393969705507e-06
222208 217 1.83807483370938e-06 1.83807483369889e-06 1.83807483371005e-06
222720 217.5 1.83684997400381e-06 1.8368499739855e-06 1.83684997400986e-06
223232 218 1.83597307675121e-06 1.83597307674807e-06 1.83597307676668e-06
223744 218.5 1.83556743440453e-06 1.83556743441601e-06 1.83556743441474e-06
224256 219 1.83535702346876e-06 1.83535702347083e-06 1.83535702346208e-06
224768 219.5 1.83457633198925e-06 1.83457633197357e-06 1.83457633197028e-06
225280 220 1.83290754900275e-06 1.83290754898333e-06 1.83290754897877e-06
225792 220.5 1.83112274880476e-06 1.83112274879713e-06 1.83112274878872e-06
226304 221 1.830254986101e-06 1.83025498611099e-06 1.83025498610479e-06
226816 221.5 1.83038616379381e-06 1.83038616382112e-06 1.83038616381114e-06
227328 222 1.83057717870348e-06 1.83057717872971e-06 1.83057717871491e-06
227840 222.5 1.82999220877025e-06 1.8299922087752e-06 1.82999220877348e-06
228352 223 1.82895050714832e-06 1.82895050713713e-06 1.8289505071526e-06
228864 223.5 1.82817795134036e-06 1.82817795132703e-06 1.82817795134602e-06
229376 224 1.82778575121289e-06 1.82778575120061e-06 1.82778575121282e-06
229888 224.5 1.82738081593086e-06 1.82738081592379e-06 1.82738081592309e-06
230400 225 1.82696585464264e-06 1.82696585464722e-06 1.82696585463149e-06
230912 225.5 1.82703066245013e-06 1.82703066245984e-06 1.8270306624388e-06
231424 226 1.82756893295201e-06 1.82756893295386e-06 1.82756893294613e-06
231936 226.5 1.82785800181182e-06 1.82785800180724e-06 1.82785800181519e-06
232448 227 1.82742877664616e-06 1.82742877664285e-06 1.827428776652e-06
232960 227.5 1.82685423628368e-06 1.82685423628455e-06 1.82685423628612e-06
233472 228 1.82703772329719e-06 1.82703772330413e-06 1.82703772329961e-06
233984 228.5 1.82806735904053e-06 1.82806735904841e-06 1.82806735904231e-06
234496 229 1.82905935066347e-06 1.82905935066481e-06 1.82905935066758e-06
235008 229.5 1.82933089616402e-06 1.82933089616189e-06 1.82933089618096e-06
235520 230 1.82913263923037e-06 1.82913263922454e-06 1.82913263924804e-06
236032 230.5 1.82919715390047e-06 1.82919715388919e-06 1.82919715389419e-06
236544 231 1.82978331898327e-06 1.82978331897252e-06 1.8297833189577e-06
237056 231.5 1.83069592128349e-06 1.83069592128135e-06 1.830695921263e-06
237568 232 1.83169412892318e-06 1.83169412893759e-06 1.8316941289233e-06
238080 232.5 1.83251187938542e-06 1.83251187941177e-06 1.8325118794053e-06
238592 233 1.83300177566116e-06 1.83300177568838e-06 1.83300177568791e-06
239104 233.5 1.8332926785931e-06 1.83329267859952e-06 1.83329267860183e-06
239616 234 1.83377684355586e-06 1.83377684353122e-06 1.83377684353726e-06
240128 234.5 1.83473131929509e-06 1.83473131926699e-06 1.83473131927341e-06
240640 235 1.83598414315355e-06 1.83598414315012e-06 1.83598414315631e-06
241152 235.5 1.83702080304681e-06 1.83702080305888e-06 1.83702080307006e-06
241664 236 1.83762984234415e-06 1.83762984234049e-06 1.83762984235491e-06
242176 236.5 1.83798235243912e-06 1.83798235242567e-06 1.83798235243149e-06
242688 237 1.83839829906154e-06 1.8383982990686e-06 1.83839829906053e-06
243200 237.5 1.83882534070855e-06 1.83882534073822e-06 1.83882534072062e-06
243712 238 1.83916420703713e-06 1.83916420705614e-06 1.83916420703688e-06
244224 238.5 1.83962697250319e-06 1.83962697249161e-06 1.83962697248202e-06
244736 239 1.84047935884673e-06 1.8404793588227e-06 1.84047935883061e-06
245248 239.5 1.8415682049552e-06 1.84156820494603e-06 1.84156820496112e-06
245760 240 1.84241342492567e-06 1.84241342493106e-06 1.84241342494146e-06
246272 240.5 1.84277566431669e-06 1.84277566431841e-06 1.84277566432328e-06
246784 241 1.84294168481786e-06 1.84294168481095e-06 1.84294168481778e-06
247296 241.5 1.84330631818994e-06 1.84330631818416e-06 1.84330631819536e-06
247808 242 1.84393508047504e-06 1.84393508047242e-06 1.84393508048267e-06
248320 242.5 1.84459551449954e-06 1.84459551449584e-06 1.84459551449445e-06
248832 243 1.84499674116247e-06 1.84499674115989e-06 1.84499674114516e-06
249344 243.5 1.8451712893647e-06 1.84517128936855e-06 1.84517128934989e-06
249856 244 1.84537603693916e-06 1.84537603695494e-06 1.84537603693381e-06
250368 244.5 1.84575702925853e-06 1.84575702928094e-06 1.84575702925708e-06
250880 245 1.84611980600214e-06 1.84611980601399e-06 1.8461198060045e-06
251392 245.5 1.84621933690712e-06 1.84621933689863e-06 1.84621933691983e-06
251904 246 1.8460963199181e-06 1.84609631990107e-06 1.84609631993106e-06
252416 246.5 1.8459064231655e-06 1.84590642315008e-06 1.84590642316301e-06
252928 247 1.84569961657474e-06 1.84569961656721e-06 1.8456996165649e-06
253440 247.5 1.84552409087769e-06 1.84552409088348e-06 1.84552409088119e-06
253952 248 1.8455646211819e-06 1.84556462119146e-06 1.84556462119245e-06
254464 248.5 1.84601354197712e-06 1.84601354197472e-06 1.84601354197354e-06
254976 249 1.84663690913643e-06 1.846636909123e-06 1.84663690911425e-06
255488 249.5 1.84700660015568e-06 1.8470066001532e-06 1.84700660013518e-06
256000 250 1.84700310807149e-06 1.84700310808994e-06 1.84700310807149e-06
256512 250.5 1.84683327942332e-06 1.846833279443e-06 1.84683327943921e-06
257024 251 1.84693587211754e-06 1.84693587211286e-06 1.8469358721288e-06
257536 251.5 1.84751898811356e-06 1.84751898808928e-06 1.84751898811088e-06
258048 252 1.84837013884951e-06 1.84837013882027e-06 1.8483701388375e-06
258560 252.5 1.84917913676724e-06 1.84917913673979e-06 1.84917913675048e-06
259072 253 1.8498106525862e-06 1.84981065258183e-06 1.84981065258066e-06
259584 253.5 1.85031331504315e-06 1.85031331506946e-06 1.85031331506332e-06
260096 254 1.85086864955725e-06 1.85086864958801e-06 1.85086864958385e-06
260608 254.5 1.8515826751209e-06 1.85158267512849e-06 1.85158267512123e-06
261120 255 1.85249575581826e-06 1.85249575580603e-06 1.85249575579321e-06
261632 255.5 1.853533048671e-06 1.85353304866039e-06 1.85353304864918e-06
262144 256 1.85465479702476e-06 1.85465479702683e-06 1.85465479702125e-06
262656 256.5 1.85590565616865e-06 1.85590565617405e-06 1.8559056561784e-06
263168 257 1.85709165619672e-06 1.85709165619477e-06 1.85709165621036e-06
263680 257.5 1.85800069850154e-06 1.85800069850274e-06 1.85800069851725e-06
264192 258 1.85866391803605e-06 1.85866391804521e-06 1.85866391804308e-06
264704 258.5 1.85936280780398e-06 1.85936280781065e-06 1.85936280780044e-06
265216 259 1.86038608636482e-06 1.86038608635969e-06 1.86038608636063e-06
265728 259.5 1.861705245723e-06 1.86170524570936e-06 1.86170524572384e-06
266240 260 1.86306540273103e-06 1.86306540272412e-06 1.86306540273585e-06
266752 260.5 1.86436342355715e-06 1.86436342356351e-06 1.8643634235639e-06
267264 261 1.86569171394659e-06 1.86569171396054e-06 1.86569171395146e-06
267776 261.5 1.8670584708329e-06 1.86705847084983e-06 1.86705847083012e-06
268288 262 1.86826532689064e-06 1.8682653269027e-06 1.8682653268818e-06
268800 262.5 1.86931184589187e-06 1.86931184588545e-06 1.86931184588264e-06
269312 263 1.87061852479203e-06 1.87061852477051e-06 1.8706185247877e-06
269824 263.5 1.87243764592725e-06 1.87243764591134e-06 1.87243764592913e-06
270336 264 1.87456631641473e-06 1.87456631641837e-06 1.87456631642077e-06
270848 264.5 1.87662294219283e-06 1.87662294220384e-06 1.87662294219683e-06
271360 265 1.87838383754577e-06 1.87838383754896e-06 1.87838383754503e-06
271872 265.5 1.87998445429356e-06 1.87998445428258e-06 1.8799844542885e-06
272384 266 1.88164592212312e-06 1.88164592210493e-06 1.88164592211362e-06
272896 266.5 1.8833109562673e-06 1.88331095626087e-06 1.8833109562563e-06
273408 267 1.88489452306795e-06 1.8848945230827e-06 1.88489452306327e-06
273920 267.5 1.88649819118244e-06 1.88649819120199e-06 1.88649819118432e-06
274432 268 1.88819741479552e-06 1.88819741479633e-06 1.88819741479621e-06
274944 268.5 1.88981572761383e-06 1.88981572759659e-06 1.88981572761369e-06
275456 269 1.89122428943891e-06 1.89122428942696e-06 1.89122428944372e-06
275968 269.5 1.89241964599085e-06 1.89241964600342e-06 1.89241964599995e-06
276480 270 1.89364376824764e-06 1.89364376827779e-06 1.89364376826158e-06
276992 270.5 1.89499246270052e-06 1.89499246272341e-06 1.89499246272109e-06
277504 271 1.89631380460007e-06 1.89631380460109e-06 1.89631380461249e-06
278016 271.5 1.8974692143956e-06 1.89746921437725e-06 1.89746921438399e-06
278528 272 1.89849082723548e-06 1.89849082721067e-06 1.89849082720794e-06
279040 272.5 1.89945139939156e-06 1.8994513993747e-06 1.89945139937272e-06
279552 273 1.90035554284962e-06 1.90035554285291e-06 1.90035554285094e-06
280064 273.5 1.90113530401789e-06 1.90113530403427e-06 1.90113530402172e-06
280576 274 1.90187745619711e-06 1.90187745621044e-06 1.90187745619526e-06
281088 274.5 1.90271944268142e-06 1.90271944268424e-06 1.90271944268609e-06
281600 275 1.90355774006509e-06 1.90355774005649e-06 1.90355774007908e-06
282112 275.5 1.90407729829561e-06 1.90407729828078e-06 1.90407729830645e-06
282624 276 1.90423129042863e-06 1.90423129041855e-06 1.90423129042866e-06
283136 276.5 1.90427260113229e-06 1.90427260113037e-06 1.90427260112228e-06
283648 277 1.9045095136047e-06 1.90450951360843e-06 1.90450951359272e-06
284160 277.5 1.90496585384747e-06 1.9049658538551e-06 1.90496585384201e-06
284672 278 1.90542925942376e-06 1.90542925943366e-06 1.90542925942909e-06
285184 278.5 1.90581086234913e-06 1.90581086235738e-06 1.90581086235855e-06
285696 279 1.9061658879352e-06 1.90616588793765e-06 1.90616588793879e-06
286208 279.5 1.90646465832576e-06 1.90646465832104e-06 1.90646465831675e-06
286720 280 1.90657238090666e-06 1.9065723808982e-06 1.90657238089182e-06
287232 280.5 1.90647001220821e-06 1.9064700122014e-06 1.90647001220551e-06
287744 281 1.90637344868353e-06 1.90637344867709e-06 1.90637344869702e-06
288256 281.5 1.90659862595344e-06 1.90659862594768e-06 1.9065986259751e-06
288768 282 1.90719672502457e-06 1.90719672502764e-06 1.90719672504495e-06
289280 282.5 1.90787412943648e-06 1.90787412945123e-06 1.90787412944197e-06
289792 283 1.90829281254134e-06 1.90829281255276e-06 1.9082928125155e-06
290304 283.5 1.9082880826217e-06 1.90828808261988e-06 1.90828808258155e-06
290816 284 1.90804826009137e-06 1.90804826008618e-06 1.90804826007399e-06
291328 284.5 1.90787872196369e-06 1.90787872196357e-06 1.90787872197943e-06
291840 285 1.9079269625456e-06 1.90792696255219e-06 1.90792696257758e-06
292352 285.5 1.90818309030654e-06 1.90818309031583e-06 1.90818309033739e-06
292864 286 1.90851903301913e-06 1.90851903301952e-06 1.9085190330314e-06
293376 286.5 1.90876502987952e-06 1.90876502986121e-06 1.90876502986075e-06
293888 287 1.90879279027201e-06 1.9087927902431e-06 1.90879279023325e-06
294400 287.5 1.90856196432719e-06 1.90856196430982e-06 1.90856196429979e-06
294912 288 1.90822852998558e-06 1.90822852999053e-06 1.90822852998818e-06
295424 288.5 1.90805111777081e-06 1.90805111778861e-06 1.90805111779264e-06
295936 289 1.90815358341401e-06 1.90815358343365e-06 1.90815358343476e-06
296448 289.5 1.90843747854167e-06 1.90843747855743e-06 1.90843747855044e-06
296960 290 1.90866400437977e-06 1.9086640043893e-06 1.90866400438403e-06
297472 290.5 1.90870876505634e-06 1.90870876505859e-06 1.90870876506167e-06
297984 291 1.90872406029239e-06 1.90872406028865e-06 1.90872406029489e-06
298496 291.5 1.90887511506583e-06 1.90887511505676e-06 1.90887511506396e-06
299008 292 1.90921840124682e-06 1.90921840123524e-06 1.90921840123943e-06
299520 292.5 1.90970633890114e-06 1.90970633889118e-06 1.90970633889042e-06
300032 293 1.91025991656721e-06 1.91025991656589e-06 1.91025991656293e-06
300544 293.5 1.9108711768116e-06 1.91087117681923e-06 1.91087117681941e-06
301056 294 1.9115642204191e-06 1.91156422043288e-06 1.9115642204304e-06
301568 294.5 1.91234862189704e-06 1.91234862190825e-06 1.91234862190294e-06
302080 295 1.91318143465269e-06 1.91318143465769e-06 1.91318143465283e-06
302592 295.5 1.91403715686479e-06 1.9140371568653e-06 1.91403715685868e-06
303104 296 1.91488858274571e-06 1.91488858273835e-06 1.91488858273667e-06
303616 296.5 1.91566532048456e-06 1.91566532046907e-06 1.91566532048378e-06
304128 297 1.91630340666086e-06 1.91630340664705e-06 1.91630340666995e-06
304640 297.5 1.91673237285032e-06 1.91673237284657e-06 1.9167323728579e-06
305152 298 1.91703967194081e-06 1.91703967194144e-06 1.91703967194067e-06
305664 298.5 1.91740740226041e-06 1.91740740225866e-06 1.91740740225699e-06
306176 299 1.91787931299818e-06 1.91787931299889e-06 1.91787931300115e-06
306688 299.5 1.91850166481512e-06 1.91850166482271e-06 1.91850166482268e-06
307200 300 1.91927919531456e-06 1.91927919532182e-06 1.9192791953159e-06
307712 300.5 1.91997931412203e-06 1.91997931412559e-06 1.91997931411267e-06
308224 301 1.92025725826282e-06 1.92025725826767e-06 1.92025725825189e-06
308736 301.5 1.92008716865375e-06 1.92008716866327e-06 1.92008716865808e-06
309248 302 1.91976193105261e-06 1.91976193105796e-06 1.91976193107121e-06
309760 302.5 1.91963424231946e-06 1.91963424230855e-06 1.91963424232597e-06
310272 303 1.91984586276439e-06 1.91984586274693e-06 1.91984586275637e-06
310784 303.5 1.92023160477879e-06 1.92023160477626e-06 1.9202316047788e-06
311296 304 1.92050132322081e-06 1.92050132322932e-06 1.92050132323036e-06
311808 304.5 1.92045730074379e-06 1.92045730074659e-06 1.92045730074305e-06
312320 305 1.92016084511494e-06 1.92016084511969e-06 1.92016084510809e-06
312832 305.5 1.91971290738752e-06 1.91971290740515e-06 1.9197129073855e-06
313344 306 1.91916434723729e-06 1.91916434724661e-06 1.91916434723095e-06
313856 306.5 1.91873991824422e-06 1.91873991823557e-06 1.91873991823471e-06
314368 307 1.91861955513948e-06 1.91861955513244e-06 1.91861955514147e-06
314880 307.5 1.91862173422841e-06 1.9186217342343e-06 1.91862173424736e-06
315392 308 1.91838639690885e-06 1.91838639691738e-06 1.91838639692951e-06
315904 308.5 1.91775957269312e-06 1.91775957269443e-06 1.91775957269623e-06
316416 309 1.91692628464028e-06 1.91692628464022e-06 1.91692628463061e-06
316928 309.5 1.91614699008889e-06 1.91614699008544e-06 1.91614699008424e-06
317440 310 1.91553195131882e-06 1.91553195130463e-06 1.91553195132679e-06
317952 310.5 1.91499626358969e-06 1.91499626356972e-06 1.91499626359704e-06
318464 311 1.91442815777682e-06 1.91442815777143e-06 1.91442815777443e-06
318976 311.5 1.91380621490621e-06 1.91380621492228e-06 1.91380621489879e-06
319488 312 1.91310958159001e-06 1.91310958160929e-06 1.91310958157962e-06
320000 312.5 1.91226788820545e-06 1.91226788821174e-06 1.91226788819657e-06
320512 313 1.91132113841843e-06 1.9113211384101e-06 1.91132113841613e-06
321024 313.5 1.91048230528149e-06 1.91048230526476e-06 1.91048230528545e-06
321536 314 1.90984111472325e-06 1.90984111471281e-06 1.90984111472941e-06
322048 314.5 1.90927959002524e-06 1.90927959003172e-06 1.90927959003207e-06
322560 315 1.90859295462893e-06 1.9085929546429e-06 1.90859295463502e-06
323072 315.5 1.90771661929833e-06 1.90771661930485e-06 1.90771661930375e-06
323584 316 1.90676042064051e-06 1.90676042064429e-06 1.90676042064569e-06
324096 316.5 1.90586323756962e-06 1.90586323757655e-06 1.90586323757152e-06
324608 317 1.90505317566818e-06 1.9050531756649e-06 1.90505317565643e-06
325120 317.5 1.90428967746908e-06 1.90428967745094e-06 1.90428967744667e-06
325632 318 1.90354849456623e-06 1.90354849455378e-06 1.90354849455479e-06
326144 318.5 1.90284036691192e-06 1.90284036691647e-06 1.90284036691963e-06
326656 319 1.90217307903407e-06 1.90217307904609e-06 1.90217307904613e-06
327168 319.5 1.90155343648806e-06 1.90155343649351e-06 1.90155343648972e-06
327680 320 1.90096554513696e-06 1.90096554513636e-06 1.90096554513124e-06
328192 320.5 1.90037147843975e-06 1.90037147843826e-06 1.90037147844151e-06
328704 321 1.89974494625529e-06 1.89974494624794e-06 1.89974494626207e-06
329216 321.5 1.8991209952567e-06 1.89912099524098e-06 1.89912099525738e-06
329728 322 1.8985377575681e-06 1.89853775755907e-06 1.89853775756385e-06
330240 322.5 1.89808680418514e-06 1.89808680419603e-06 1.89808680418579e-06
330752 323 1.89782498920716e-06 1.89782498922742e-06 1.89782498921519e-06
331264 323.5 1.89771523905891e-06 1.89771523906695e-06 1.89771523906513e-06
331776 324 1.89764806674775e-06 1.89764806673797e-06 1.8976480667409e-06
332288 324.5 1.89751468138604e-06 1.89751468136984e-06 1.89751468136961e-06
332800 325 1.897344626833e-06 1.89734462681589e-06 1.89734462681895e-06
333312 325.5 1.89724223873442e-06 1.89724223871734e-06 1.89724223873313e-06
333824 326 1.89729684805313e-06 1.89729684804487e-06 1.89729684806408e-06
334336 326.5 1.89750759046432e-06 1.89750759047684e-06 1.89750759048305e-06
334848 327 1.89779706521378e-06 1.8977970652404e-06 1.89779706523047e-06
335360 327.5 1.8980261852904e-06 1.89802618530767e-06 1.89802618528657e-06
335872 328 1.89804085305459e-06 1.89804085305205e-06 1.89804085302233e-06
336384 328.5 1.89781472463173e-06 1.89781472462324e-06 1.8978147245994e-06
336896 329 1.89743933165458e-06 1.89743933165647e-06 1.89743933165518e-06
337408 329.5 1.89719979387199e-06 1.89719979387718e-06 1.89719979390052e-06
337920 330 1.89722839142177e-06 1.89722839141261e-06 1.89722839144689e-06
338432 330.5 1.89743987419338e-06 1.89743987417423e-06 1.897439874196e-06
338944 331 1.89765200642842e-06 1.89765200641719e-06 1.89765200641561e-06
339456 331.5 1.89767920523846e-06 1.89767920523953e-06 1.89767920522345e-06
339968 332 1.89746628354692e-06 1.89746628355325e-06 1.89746628354238e-06
340480 332.5 1.89708512162813e-06 1.89708512164623e-06 1.89708512163624e-06
340992 333 1.89670788001745e-06 1.89670788004231e-06 1.8967078800269e-06
341504 333.5 1.89645120827813e-06 1.89645120828282e-06 1.89645120827993e-06
342016 334 1.89634101359186e-06 1.8963410135653e-06 1.89634101358531e-06
342528 334.5 1.89635399656614e-06 1.89635399653847e-06 1.89635399655678e-06
343040 335 1.89637542552076e-06 1.89637542552444e-06 1.89637542552732e-06
343552 335.5 1.89623726037235e-06 1.89623726039766e-06 1.89623726039356e-06
344064 336 1.89586751938008e-06 1.89586751939444e-06 1.89586751938915e-06
344576 336.5 1.89535278305531e-06 1.89535278304907e-06 1.89535278304853e-06
345088 337 1.89497456349371e-06 1.89497456348074e-06 1.89497456349149e-06
345600 337.5 1.89480276939061e-06 1.89480276938746e-06 1.89480276939506e-06
346112 338 1.89471529270437e-06 1.89471529270783e-06 1.89471529269481e-06
346624 338.5 1.8945557775672e-06 1.89455577756625e-06 1.89455577754797e-06
347136 339 1.89419066473862e-06 1.89419066474004e-06 1.89419066473595e-06
347648 339.5 1.8936382759723e-06 1.89363827598755e-06 1.89363827598957e-06
348160 340 1.89300427041523e-06 1.89300427043146e-06 1.8930042704333e-06
348672 340.5 1.8923893310929e-06 1.89238933108567e-06 1.89238933109347e-06
349184 341 1.89186856602516e-06 1.89186856600518e-06 1.89186856601248e-06
349696 341.5 1.89146765863683e-06 1.89146765863093e-06 1.89146765862746e-06
350208 342 1.89108861089668e-06 1.89108861090007e-06 1.89108861089571e-06
350720 342.5 1.89056254598846e-06 1.89056254598343e-06 1.89056254598741e-06
351232 343 1.889832866263e-06 1.88983286625441e-06 1.88983286625945e-06
351744 343.5 1.88899725075279e-06 1.88899725075685e-06 1.8889972507543e-06
352256 344 1.88819605911267e-06 1.88819605912726e-06 1.88819605912332e-06
352768 344.5 1.88747849070791e-06 1.88747849071756e-06 1.88747849072007e-06
353280 345 1.88682017525834e-06 1.88682017526191e-06 1.88682017526106e-06
353792 345.5 1.88619344650263e-06 1.88619344649848e-06 1.8861934464881e-06
